time(s),flow(L/m)
3.14,32.8085
3.142,32.7901
3.144,32.7718
3.146,32.7534
3.148,32.7351
3.15,32.7168
3.152,32.6984
3.154,32.6801
3.156,32.6617
3.158,32.6434
3.16,32.6251
3.162,32.6067
3.164,32.5884
3.166,32.57
3.168,32.5517
3.17,32.5334
3.172,32.515
3.174,32.4967
3.176,32.4783
3.178,32.46
3.18,32.4417
3.182,32.4233
3.184,32.405
3.186,32.3866
3.188,32.3683
3.19,32.3499
3.192,32.3316
3.194,32.3133
3.196,32.2949
3.198,32.2766
3.2,32.2582
3.202,32.2377
3.204,32.2172
3.206,32.1967
3.208,32.1762
3.21,32.1557
3.212,32.1351
3.214,32.1146
3.216,32.0941
3.218,32.0736
3.22,32.0531
3.222,32.0326
3.224,32.0121
3.226,31.9915
3.228,31.971
3.23,31.9505
3.232,31.93
3.234,31.9095
3.236,31.889
3.238,31.8684
3.24,31.8479
3.242,31.8274
3.244,31.8069
3.246,31.7864
3.248,31.7659
3.25,31.7454
3.252,31.7248
3.254,31.7043
3.256,31.6838
3.258,31.6633
3.26,31.6428
3.262,31.6223
3.264,31.6017
3.266,31.5812
3.268,31.5607
3.27,31.5402
3.272,31.5197
3.274,31.4992
3.276,31.4787
3.278,31.4581
3.28,31.4376
3.282,31.4171
3.284,31.3966
3.286,31.3761
3.288,31.3556
3.29,31.335
3.292,31.3145
3.294,31.294
3.296,31.2735
3.298,31.253
3.3,31.2325
3.302,31.212
3.304,31.1914
3.306,31.1709
3.308,31.1504
3.31,31.1299
3.312,31.1094
3.314,31.0889
3.316,31.0683
3.318,31.0478
3.32,31.0273
3.322,31.0068
3.324,30.9863
3.326,30.9658
3.328,30.9453
3.33,30.9247
3.332,30.9042
3.334,30.8837
3.336,30.8632
3.338,30.8427
3.34,30.8222
3.342,30.8016
3.344,30.7811
3.346,30.7606
3.348,30.7401
3.35,30.7196
3.352,30.6991
3.354,30.6786
3.356,30.658
3.358,30.6375
3.36,30.617
3.362,30.5965
3.364,30.576
3.366,30.5555
3.368,30.5349
3.37,30.5144
3.372,30.4939
3.374,30.4734
3.376,30.4529
3.378,30.4324
3.38,30.4119
3.382,30.3913
3.384,30.3708
3.386,30.3503
3.388,30.3298
3.39,30.3093
3.392,30.2888
3.394,30.2682
3.396,30.2477
3.398,30.2272
3.4,30.2067
3.402,30.1841
3.404,30.1615
3.406,30.1389
3.408,30.1163
3.41,30.0937
3.412,30.0711
3.414,30.0485
3.416,30.0259
3.418,30.0033
3.42,29.9807
3.422,29.9581
3.424,29.9355
3.426,29.9129
3.428,29.8903
3.43,29.8677
3.432,29.8451
3.434,29.8225
3.436,29.7999
3.438,29.7773
3.44,29.7547
3.442,29.7321
3.444,29.7095
3.446,29.6869
3.448,29.6643
3.45,29.6417
3.452,29.6191
3.454,29.5965
3.456,29.5739
3.458,29.5513
3.46,29.5287
3.462,29.5061
3.464,29.4835
3.466,29.4609
3.468,29.4383
3.47,29.4157
3.472,29.3931
3.474,29.3705
3.476,29.3479
3.478,29.3253
3.48,29.3027
3.482,29.2801
3.484,29.2575
3.486,29.2349
3.488,29.2123
3.49,29.1897
3.492,29.1671
3.494,29.1445
3.496,29.1219
3.498,29.0993
3.5,29.0767
3.502,29.0541
3.504,29.0315
3.506,29.0089
3.508,28.9863
3.51,28.9637
3.512,28.9411
3.514,28.9185
3.516,28.8959
3.518,28.8733
3.52,28.8507
3.522,28.8281
3.524,28.8056
3.526,28.783
3.528,28.7604
3.53,28.7378
3.532,28.7152
3.534,28.6926
3.536,28.67
3.538,28.6474
3.54,28.6248
3.542,28.6022
3.544,28.5796
3.546,28.557
3.548,28.5344
3.55,28.5118
3.552,28.4892
3.554,28.4666
3.556,28.444
3.558,28.4214
3.56,28.3988
3.562,28.3762
3.564,28.3536
3.566,28.331
3.568,28.3084
3.57,28.2858
3.572,28.2632
3.574,28.2406
3.576,28.218
3.578,28.1954
3.58,28.1728
3.582,28.1502
3.584,28.1276
3.586,28.105
3.588,28.0824
3.59,28.0598
3.592,28.0372
3.594,28.0146
3.596,27.992
3.598,27.9694
3.6,27.9468
3.602,27.9222
3.604,27.8977
3.606,27.8731
3.608,27.8485
3.61,27.824
3.612,27.7994
3.614,27.7749
3.616,27.7503
3.618,27.7257
3.62,27.7012
3.622,27.6766
3.624,27.6521
3.626,27.6275
3.628,27.6029
3.63,27.5784
3.632,27.5538
3.634,27.5293
3.636,27.5047
3.638,27.4801
3.64,27.4556
3.642,27.431
3.644,27.4065
3.646,27.3819
3.648,27.3574
3.65,27.3328
3.652,27.3082
3.654,27.2837
3.656,27.2591
3.658,27.2346
3.66,27.21
3.662,27.1854
3.664,27.1609
3.666,27.1363
3.668,27.1118
3.67,27.0872
3.672,27.0626
3.674,27.0381
3.676,27.0135
3.678,26.989
3.68,26.9644
3.682,26.9398
3.684,26.9153
3.686,26.8907
3.688,26.8662
3.69,26.8416
3.692,26.817
3.694,26.7925
3.696,26.7679
3.698,26.7434
3.7,26.7188
3.702,26.6942
3.704,26.6697
3.706,26.6451
3.708,26.6206
3.71,26.596
3.712,26.5714
3.714,26.5469
3.716,26.5223
3.718,26.4978
3.72,26.4732
3.722,26.4486
3.724,26.4241
3.726,26.3995
3.728,26.375
3.73,26.3504
3.732,26.3258
3.734,26.3013
3.736,26.2767
3.738,26.2522
3.74,26.2276
3.742,26.203
3.744,26.1785
3.746,26.1539
3.748,26.1294
3.75,26.1048
3.752,26.0802
3.754,26.0557
3.756,26.0311
3.758,26.0066
3.76,25.982
3.762,25.9574
3.764,25.9329
3.766,25.9083
3.768,25.8838
3.77,25.8592
3.772,25.8346
3.774,25.8101
3.776,25.7855
3.778,25.761
3.78,25.7364
3.782,25.7118
3.784,25.6873
3.786,25.6627
3.788,25.6382
3.79,25.6136
3.792,25.5891
3.794,25.5645
3.796,25.5399
3.798,25.5154
3.8,25.4908
3.802,25.4645
3.804,25.4381
3.806,25.4118
3.808,25.3854
3.81,25.3591
3.812,25.3328
3.814,25.3064
3.816,25.2801
3.818,25.2537
3.82,25.2274
3.822,25.201
3.824,25.1747
3.826,25.1484
3.828,25.122
3.83,25.0957
3.832,25.0693
3.834,25.043
3.836,25.0166
3.838,24.9903
3.84,24.964
3.842,24.9376
3.844,24.9113
3.846,24.8849
3.848,24.8586
3.85,24.8322
3.852,24.8059
3.854,24.7796
3.856,24.7532
3.858,24.7269
3.86,24.7005
3.862,24.6742
3.864,24.6478
3.866,24.6215
3.868,24.5952
3.87,24.5688
3.872,24.5425
3.874,24.5161
3.876,24.4898
3.878,24.4634
3.88,24.4371
3.882,24.4108
3.884,24.3844
3.886,24.3581
3.888,24.3317
3.89,24.3054
3.892,24.279
3.894,24.2527
3.896,24.2264
3.898,24.2
3.9,24.1737
3.902,24.1473
3.904,24.121
3.906,24.0946
3.908,24.0683
3.91,24.042
3.912,24.0156
3.914,23.9893
3.916,23.9629
3.918,23.9366
3.92,23.9102
3.922,23.8839
3.924,23.8576
3.926,23.8312
3.928,23.8049
3.93,23.7785
3.932,23.7522
3.934,23.7258
3.936,23.6995
3.938,23.6732
3.94,23.6468
3.942,23.6205
3.944,23.5941
3.946,23.5678
3.948,23.5414
3.95,23.5151
3.952,23.4888
3.954,23.4624
3.956,23.4361
3.958,23.4097
3.96,23.3834
3.962,23.357
3.964,23.3307
3.966,23.3044
3.968,23.278
3.97,23.2517
3.972,23.2253
3.974,23.199
3.976,23.1726
3.978,23.1463
3.98,23.12
3.982,23.0936
3.984,23.0673
3.986,23.0409
3.988,23.0146
3.99,22.9882
3.992,22.9619
3.994,22.9356
3.996,22.9092
3.998,22.8829
4,22.8565
4.002,22.8287
4.004,22.8008
4.006,22.7729
4.008,22.7451
4.01,22.7172
4.012,22.6893
4.014,22.6615
4.016,22.6336
4.018,22.6057
4.02,22.5778
4.022,22.55
4.024,22.5221
4.026,22.4942
4.028,22.4664
4.03,22.4385
4.032,22.4106
4.034,22.3828
4.036,22.3549
4.038,22.327
4.04,22.2992
4.042,22.2713
4.044,22.2434
4.046,22.2156
4.048,22.1877
4.05,22.1598
4.052,22.132
4.054,22.1041
4.056,22.0762
4.058,22.0484
4.06,22.0205
4.062,21.9926
4.064,21.9648
4.066,21.9369
4.068,21.909
4.07,21.8812
4.072,21.8533
4.074,21.8254
4.076,21.7976
4.078,21.7697
4.08,21.7418
4.082,21.714
4.084,21.6861
4.086,21.6582
4.088,21.6303
4.09,21.6025
4.092,21.5746
4.094,21.5467
4.096,21.5189
4.098,21.491
4.1,21.4631
4.102,21.4353
4.104,21.4074
4.106,21.3795
4.108,21.3517
4.11,21.3238
4.112,21.2959
4.114,21.2681
4.116,21.2402
4.118,21.2123
4.12,21.1845
4.122,21.1566
4.124,21.1287
4.126,21.1009
4.128,21.073
4.13,21.0451
4.132,21.0173
4.134,20.9894
4.136,20.9615
4.138,20.9337
4.14,20.9058
4.142,20.8779
4.144,20.8501
4.146,20.8222
4.148,20.7943
4.15,20.7665
4.152,20.7386
4.154,20.7107
4.156,20.6828
4.158,20.655
4.16,20.6271
4.162,20.5992
4.164,20.5714
4.166,20.5435
4.168,20.5156
4.17,20.4878
4.172,20.4599
4.174,20.432
4.176,20.4042
4.178,20.3763
4.18,20.3484
4.182,20.3206
4.184,20.2927
4.186,20.2648
4.188,20.237
4.19,20.2091
4.192,20.1812
4.194,20.1534
4.196,20.1255
4.198,20.0976
4.2,20.0698
4.202,20.0407
4.204,20.0117
4.206,19.9827
4.208,19.9537
4.21,19.9247
4.212,19.8956
4.214,19.8666
4.216,19.8376
4.218,19.8086
4.22,19.7795
4.222,19.7505
4.224,19.7215
4.226,19.6925
4.228,19.6635
4.23,19.6344
4.232,19.6054
4.234,19.5764
4.236,19.5474
4.238,19.5183
4.24,19.4893
4.242,19.4603
4.244,19.4313
4.246,19.4023
4.248,19.3732
4.25,19.3442
4.252,19.3152
4.254,19.2862
4.256,19.2571
4.258,19.2281
4.26,19.1991
4.262,19.1701
4.264,19.1411
4.266,19.112
4.268,19.083
4.27,19.054
4.272,19.025
4.274,18.9959
4.276,18.9669
4.278,18.9379
4.28,18.9089
4.282,18.8799
4.284,18.8508
4.286,18.8218
4.288,18.7928
4.29,18.7638
4.292,18.7348
4.294,18.7057
4.296,18.6767
4.298,18.6477
4.3,18.6187
4.302,18.5896
4.304,18.5606
4.306,18.5316
4.308,18.5026
4.31,18.4736
4.312,18.4445
4.314,18.4155
4.316,18.3865
4.318,18.3575
4.32,18.3284
4.322,18.2994
4.324,18.2704
4.326,18.2414
4.328,18.2124
4.33,18.1833
4.332,18.1543
4.334,18.1253
4.336,18.0963
4.338,18.0672
4.34,18.0382
4.342,18.0092
4.344,17.9802
4.346,17.9512
4.348,17.9221
4.35,17.8931
4.352,17.8641
4.354,17.8351
4.356,17.8061
4.358,17.777
4.36,17.748
4.362,17.719
4.364,17.69
4.366,17.6609
4.368,17.6319
4.37,17.6029
4.372,17.5739
4.374,17.5449
4.376,17.5158
4.378,17.4868
4.38,17.4578
4.382,17.4288
4.384,17.3997
4.386,17.3707
4.388,17.3417
4.39,17.3127
4.392,17.2837
4.394,17.2546
4.396,17.2256
4.398,17.1966
4.4,17.1676
4.402,17.1379
4.404,17.1083
4.406,17.0786
4.408,17.0489
4.41,17.0193
4.412,16.9896
4.414,16.96
4.416,16.9303
4.418,16.9006
4.42,16.871
4.422,16.8413
4.424,16.8117
4.426,16.782
4.428,16.7523
4.43,16.7227
4.432,16.693
4.434,16.6634
4.436,16.6337
4.438,16.6041
4.44,16.5744
4.442,16.5447
4.444,16.5151
4.446,16.4854
4.448,16.4558
4.45,16.4261
4.452,16.3964
4.454,16.3668
4.456,16.3371
4.458,16.3075
4.46,16.2778
4.462,16.2482
4.464,16.2185
4.466,16.1888
4.468,16.1592
4.47,16.1295
4.472,16.0999
4.474,16.0702
4.476,16.0405
4.478,16.0109
4.48,15.9812
4.482,15.9516
4.484,15.9219
4.486,15.8923
4.488,15.8626
4.49,15.8329
4.492,15.8033
4.494,15.7736
4.496,15.744
4.498,15.7143
4.5,15.6846
4.502,15.655
4.504,15.6253
4.506,15.5957
4.508,15.566
4.51,15.5363
4.512,15.5067
4.514,15.477
4.516,15.4474
4.518,15.4177
4.52,15.3881
4.522,15.3584
4.524,15.3287
4.526,15.2991
4.528,15.2694
4.53,15.2398
4.532,15.2101
4.534,15.1804
4.536,15.1508
4.538,15.1211
4.54,15.0915
4.542,15.0618
4.544,15.0322
4.546,15.0025
4.548,14.9728
4.55,14.9432
4.552,14.9135
4.554,14.8839
4.556,14.8542
4.558,14.8245
4.56,14.7949
4.562,14.7652
4.564,14.7356
4.566,14.7059
4.568,14.6762
4.57,14.6466
4.572,14.6169
4.574,14.5873
4.576,14.5576
4.578,14.528
4.58,14.4983
4.582,14.4686
4.584,14.439
4.586,14.4093
4.588,14.3797
4.59,14.35
4.592,14.3203
4.594,14.2907
4.596,14.261
4.598,14.2314
4.6,14.2017
4.602,14.1721
4.604,14.1425
4.606,14.1129
4.608,14.0833
4.61,14.0537
4.612,14.0241
4.614,13.9945
4.616,13.9649
4.618,13.9353
4.62,13.9058
4.622,13.8762
4.624,13.8466
4.626,13.817
4.628,13.7874
4.63,13.7578
4.632,13.7282
4.634,13.6986
4.636,13.669
4.638,13.6394
4.64,13.6098
4.642,13.5802
4.644,13.5506
4.646,13.521
4.648,13.4914
4.65,13.4618
4.652,13.4322
4.654,13.4026
4.656,13.373
4.658,13.3434
4.66,13.3138
4.662,13.2842
4.664,13.2546
4.666,13.2251
4.668,13.1955
4.67,13.1659
4.672,13.1363
4.674,13.1067
4.676,13.0771
4.678,13.0475
4.68,13.0179
4.682,12.9883
4.684,12.9587
4.686,12.9291
4.688,12.8995
4.69,12.8699
4.692,12.8403
4.694,12.8107
4.696,12.7811
4.698,12.7515
4.7,12.7219
4.702,12.6923
4.704,12.6627
4.706,12.6331
4.708,12.6035
4.71,12.5739
4.712,12.5443
4.714,12.5148
4.716,12.4852
4.718,12.4556
4.72,12.426
4.722,12.3964
4.724,12.3668
4.726,12.3372
4.728,12.3076
4.73,12.278
4.732,12.2484
4.734,12.2188
4.736,12.1892
4.738,12.1596
4.74,12.13
4.742,12.1004
4.744,12.0708
4.746,12.0412
4.748,12.0116
4.75,11.982
4.752,11.9524
4.754,11.9228
4.756,11.8932
4.758,11.8636
4.76,11.8341
4.762,11.8045
4.764,11.7749
4.766,11.7453
4.768,11.7157
4.77,11.6861
4.772,11.6565
4.774,11.6269
4.776,11.5973
4.778,11.5677
4.78,11.5381
4.782,11.5085
4.784,11.4789
4.786,11.4493
4.788,11.4197
4.79,11.3901
4.792,11.3605
4.794,11.3309
4.796,11.3013
4.798,11.2717
4.8,11.2421
4.802,11.2135
4.804,11.1849
4.806,11.1563
4.808,11.1276
4.81,11.099
4.812,11.0704
4.814,11.0418
4.816,11.0132
4.818,10.9845
4.82,10.9559
4.822,10.9273
4.824,10.8987
4.826,10.87
4.828,10.8414
4.83,10.8128
4.832,10.7842
4.834,10.7555
4.836,10.7269
4.838,10.6983
4.84,10.6697
4.842,10.6411
4.844,10.6124
4.846,10.5838
4.848,10.5552
4.85,10.5266
4.852,10.4979
4.854,10.4693
4.856,10.4407
4.858,10.4121
4.86,10.3834
4.862,10.3548
4.864,10.3262
4.866,10.2976
4.868,10.269
4.87,10.2403
4.872,10.2117
4.874,10.1831
4.876,10.1545
4.878,10.1258
4.88,10.0972
4.882,10.0686
4.884,10.04
4.886,10.0113
4.888,9.98273
4.89,9.9541
4.892,9.92548
4.894,9.89686
4.896,9.86823
4.898,9.83961
4.9,9.81099
4.902,9.78236
4.904,9.75374
4.906,9.72512
4.908,9.6965
4.91,9.66787
4.912,9.63925
4.914,9.61063
4.916,9.582
4.918,9.55338
4.92,9.52476
4.922,9.49613
4.924,9.46751
4.926,9.43889
4.928,9.41027
4.93,9.38164
4.932,9.35302
4.934,9.3244
4.936,9.29577
4.938,9.26715
4.94,9.23853
4.942,9.2099
4.944,9.18128
4.946,9.15266
4.948,9.12404
4.95,9.09541
4.952,9.06679
4.954,9.03817
4.956,9.00954
4.958,8.98092
4.96,8.9523
4.962,8.92367
4.964,8.89505
4.966,8.86643
4.968,8.83781
4.97,8.80918
4.972,8.78056
4.974,8.75194
4.976,8.72331
4.978,8.69469
4.98,8.66607
4.982,8.63744
4.984,8.60882
4.986,8.5802
4.988,8.55158
4.99,8.52295
4.992,8.49433
4.994,8.46571
4.996,8.43708
4.998,8.40846
5,8.37984
5.002,8.35332
5.004,8.3268
5.006,8.30028
5.008,8.27376
5.01,8.24724
5.012,8.22072
5.014,8.1942
5.016,8.16768
5.018,8.14116
5.02,8.11465
5.022,8.08813
5.024,8.06161
5.026,8.03509
5.028,8.00857
5.03,7.98205
5.032,7.95553
5.034,7.92901
5.036,7.90249
5.038,7.87597
5.04,7.84945
5.042,7.82293
5.044,7.79641
5.046,7.7699
5.048,7.74338
5.05,7.71686
5.052,7.69034
5.054,7.66382
5.056,7.6373
5.058,7.61078
5.06,7.58426
5.062,7.55774
5.064,7.53122
5.066,7.5047
5.068,7.47818
5.07,7.45166
5.072,7.42515
5.074,7.39863
5.076,7.37211
5.078,7.34559
5.08,7.31907
5.082,7.29255
5.084,7.26603
5.086,7.23951
5.088,7.21299
5.09,7.18647
5.092,7.15995
5.094,7.13343
5.096,7.10691
5.098,7.08039
5.1,7.05388
5.102,7.02736
5.104,7.00084
5.106,6.97432
5.108,6.9478
5.11,6.92128
5.112,6.89476
5.114,6.86824
5.116,6.84172
5.118,6.8152
5.12,6.78868
5.122,6.76216
5.124,6.73564
5.126,6.70913
5.128,6.68261
5.13,6.65609
5.132,6.62957
5.134,6.60305
5.136,6.57653
5.138,6.55001
5.14,6.52349
5.142,6.49697
5.144,6.47045
5.146,6.44393
5.148,6.41741
5.15,6.39089
5.152,6.36438
5.154,6.33786
5.156,6.31134
5.158,6.28482
5.16,6.2583
5.162,6.23178
5.164,6.20526
5.166,6.17874
5.168,6.15222
5.17,6.1257
5.172,6.09918
5.174,6.07266
5.176,6.04614
5.178,6.01963
5.18,5.99311
5.182,5.96659
5.184,5.94007
5.186,5.91355
5.188,5.88703
5.19,5.86051
5.192,5.83399
5.194,5.80747
5.196,5.78095
5.198,5.75443
5.2,5.72791
5.202,5.70483
5.204,5.68174
5.206,5.65866
5.208,5.63557
5.21,5.61249
5.212,5.5894
5.214,5.56632
5.216,5.54323
5.218,5.52015
5.22,5.49706
5.222,5.47398
5.224,5.45089
5.226,5.42781
5.228,5.40472
5.23,5.38164
5.232,5.35855
5.234,5.33547
5.236,5.31238
5.238,5.2893
5.24,5.26621
5.242,5.24313
5.244,5.22004
5.246,5.19696
5.248,5.17387
5.25,5.15079
5.252,5.1277
5.254,5.10462
5.256,5.08154
5.258,5.05845
5.26,5.03537
5.262,5.01228
5.264,4.9892
5.266,4.96611
5.268,4.94303
5.27,4.91994
5.272,4.89686
5.274,4.87377
5.276,4.85069
5.278,4.8276
5.28,4.80452
5.282,4.78143
5.284,4.75835
5.286,4.73526
5.288,4.71218
5.29,4.68909
5.292,4.66601
5.294,4.64292
5.296,4.61984
5.298,4.59675
5.3,4.57367
5.302,4.55058
5.304,4.5275
5.306,4.50441
5.308,4.48133
5.31,4.45824
5.312,4.43516
5.314,4.41207
5.316,4.38899
5.318,4.3659
5.32,4.34282
5.322,4.31973
5.324,4.29665
5.326,4.27356
5.328,4.25048
5.33,4.22739
5.332,4.20431
5.334,4.18122
5.336,4.15814
5.338,4.13505
5.34,4.11197
5.342,4.08888
5.344,4.0658
5.346,4.04271
5.348,4.01963
5.35,3.99654
5.352,3.97346
5.354,3.95037
5.356,3.92729
5.358,3.9042
5.36,3.88112
5.362,3.85803
5.364,3.83495
5.366,3.81186
5.368,3.78878
5.37,3.76569
5.372,3.74261
5.374,3.71952
5.376,3.69644
5.378,3.67335
5.38,3.65027
5.382,3.62718
5.384,3.6041
5.386,3.58101
5.388,3.55793
5.39,3.53484
5.392,3.51176
5.394,3.48867
5.396,3.46559
5.398,3.4425
5.4,3.41942
5.402,3.40123
5.404,3.38304
5.406,3.36485
5.408,3.34666
5.41,3.32847
5.412,3.31028
5.414,3.29209
5.416,3.2739
5.418,3.25571
5.42,3.23752
5.422,3.21933
5.424,3.20114
5.426,3.18295
5.428,3.16476
5.43,3.14657
5.432,3.12838
5.434,3.11019
5.436,3.092
5.438,3.07381
5.44,3.05562
5.442,3.03743
5.444,3.01924
5.446,3.00105
5.448,2.98287
5.45,2.96468
5.452,2.94649
5.454,2.9283
5.456,2.91011
5.458,2.89192
5.46,2.87373
5.462,2.85554
5.464,2.83735
5.466,2.81916
5.468,2.80097
5.47,2.78278
5.472,2.76459
5.474,2.7464
5.476,2.72821
5.478,2.71002
5.48,2.69183
5.482,2.67364
5.484,2.65545
5.486,2.63726
5.488,2.61907
5.49,2.60088
5.492,2.58269
5.494,2.5645
5.496,2.54631
5.498,2.52812
5.5,2.50993
5.502,2.49174
5.504,2.47355
5.506,2.45536
5.508,2.43717
5.51,2.41898
5.512,2.40079
5.514,2.3826
5.516,2.36441
5.518,2.34622
5.52,2.32803
5.522,2.30984
5.524,2.29166
5.526,2.27347
5.528,2.25528
5.53,2.23709
5.532,2.2189
5.534,2.20071
5.536,2.18252
5.538,2.16433
5.54,2.14614
5.542,2.12795
5.544,2.10976
5.546,2.09157
5.548,2.07338
5.55,2.05519
5.552,2.037
5.554,2.01881
5.556,2.00062
5.558,1.98243
5.56,1.96424
5.562,1.94605
5.564,1.92786
5.566,1.90967
5.568,1.89148
5.57,1.87329
5.572,1.8551
5.574,1.83691
5.576,1.81872
5.578,1.80053
5.58,1.78234
5.582,1.76415
5.584,1.74596
5.586,1.72777
5.588,1.70958
5.59,1.69139
5.592,1.6732
5.594,1.65501
5.596,1.63682
5.598,1.61863
5.6,1.60045
5.602,1.58862
5.604,1.57679
5.606,1.56496
5.608,1.55313
5.61,1.5413
5.612,1.52947
5.614,1.51764
5.616,1.50581
5.618,1.49398
5.62,1.48215
5.622,1.47032
5.624,1.45849
5.626,1.44667
5.628,1.43484
5.63,1.42301
5.632,1.41118
5.634,1.39935
5.636,1.38752
5.638,1.37569
5.64,1.36386
5.642,1.35203
5.644,1.3402
5.646,1.32837
5.648,1.31654
5.65,1.30472
5.652,1.29289
5.654,1.28106
5.656,1.26923
5.658,1.2574
5.66,1.24557
5.662,1.23374
5.664,1.22191
5.666,1.21008
5.668,1.19825
5.67,1.18642
5.672,1.17459
5.674,1.16276
5.676,1.15094
5.678,1.13911
5.68,1.12728
5.682,1.11545
5.684,1.10362
5.686,1.09179
5.688,1.07996
5.69,1.06813
5.692,1.0563
5.694,1.04447
5.696,1.03264
5.698,1.02081
5.7,1.00899
5.702,0.997156
5.704,0.985327
5.706,0.973498
5.708,0.961668
5.71,0.949839
5.712,0.93801
5.714,0.926181
5.716,0.914352
5.718,0.902522
5.72,0.890693
5.722,0.878864
5.724,0.867035
5.726,0.855206
5.728,0.843376
5.73,0.831547
5.732,0.819718
5.734,0.807889
5.736,0.79606
5.738,0.78423
5.74,0.772401
5.742,0.760572
5.744,0.748743
5.746,0.736914
5.748,0.725084
5.75,0.713255
5.752,0.701426
5.754,0.689597
5.756,0.677768
5.758,0.665938
5.76,0.654109
5.762,0.64228
5.764,0.630451
5.766,0.618622
5.768,0.606792
5.77,0.594963
5.772,0.583134
5.774,0.571305
5.776,0.559476
5.778,0.547646
5.78,0.535817
5.782,0.523988
5.784,0.512159
5.786,0.50033
5.788,0.4885
5.79,0.476671
5.792,0.464842
5.794,0.453013
5.796,0.441184
5.798,0.429354
5.8,0.417525
5.802,0.417525
5.804,0.417525
5.806,0.417525
5.808,0.417525
5.81,0.417525
5.812,0.417525
5.814,0.417525
5.816,0.417525
5.818,0.417525
5.82,0.417525
5.822,0.417525
5.824,0.417525
5.826,0.417525
5.828,0.417525
5.83,0.417525
5.832,0.417525
5.834,0.417525
5.836,0.417525
5.838,0.417525
5.84,0.417525
5.842,0.417525
5.844,0.417525
5.846,0.417525
5.848,0.417525
5.85,0.417525
5.852,0.417525
5.854,0.417525
5.856,0.417525
5.858,0.417525
5.86,0.417525
5.862,0.417525
5.864,0.417525
5.866,0.417525
5.868,0.417525
5.87,0.417525
5.872,0.417525
5.874,0.417525
5.876,0.417525
5.878,0.417525
5.88,0.417525
5.882,0.417525
5.884,0.417525
5.886,0.417525
5.888,0.417525
5.89,0.417525
5.892,0.417525
5.894,0.417525
5.896,0.417525
5.898,0.417525
5.9,0.417525
5.902,0.417525
5.904,0.417525
5.906,0.417525
5.908,0.417525
5.91,0.417525
5.912,0.417525
5.914,0.417525
5.916,0.417525
5.918,0.417525
5.92,0.417525
5.922,0.417525
5.924,0.417525
5.926,0.417525
5.928,0.417525
5.93,0.417525
5.932,0.417525
5.934,0.417525
5.936,0.417525
5.938,0.417525
5.94,0.417525
5.942,0.417525
5.944,0.417525
5.946,0.417525
5.948,0.417525
5.95,0.417525
5.952,0.417525
5.954,0.417525
5.956,0.417525
5.958,0.417525
5.96,0.417525
5.962,0.417525
5.964,0.417525
5.966,0.417525
5.968,0.417525
5.97,0.417525
5.972,0.417525
5.974,0.417525
5.976,0.417525
5.978,0.417525
5.98,0.417525
5.982,0.417525
5.984,0.417525
5.986,0.417525
5.988,0.417525
5.99,0.417525
5.992,0.417525
5.994,0.417525
5.996,0.417525
5.998,0.417525
