time(s),flow(L/m)
0.274,21.632
0.276,21.7131
0.278,21.7942
0.28,21.8754
0.282,21.9565
0.284,22.0376
0.286,22.1187
0.288,22.1998
0.29,22.281
0.292,22.3621
0.294,22.4432
0.296,22.5243
0.298,22.6055
0.3,22.6866
0.302,22.7677
0.304,22.8488
0.306,22.9299
0.308,23.0111
0.31,23.0922
0.312,23.1733
0.314,23.2544
0.316,23.3355
0.318,23.4167
0.32,23.4978
0.322,23.5789
0.324,23.66
0.326,23.7412
0.328,23.8223
0.33,23.9034
0.332,23.9845
0.334,24.0656
0.336,24.1468
0.338,24.2279
0.34,24.309
0.342,24.3901
0.344,24.4712
0.346,24.5524
0.348,24.6335
0.35,24.7146
0.352,24.7957
0.354,24.8769
0.356,24.958
0.358,25.0391
0.36,25.1202
0.362,25.2013
0.364,25.2825
0.366,25.3636
0.368,25.4447
0.37,25.5258
0.372,25.607
0.374,25.6881
0.376,25.7692
0.378,25.8503
0.38,25.9314
0.382,26.0126
0.384,26.0937
0.386,26.1748
0.388,26.2559
0.39,26.337
0.392,26.4182
0.394,26.4993
0.396,26.5804
0.398,26.6615
0.4,26.7427
0.402,26.7925
0.404,26.8423
0.406,26.8921
0.408,26.9419
0.41,26.9917
0.412,27.0415
0.414,27.0914
0.416,27.1412
0.418,27.191
0.42,27.2408
0.422,27.2906
0.424,27.3404
0.426,27.3902
0.428,27.4401
0.43,27.4899
0.432,27.5397
0.434,27.5895
0.436,27.6393
0.438,27.6891
0.44,27.739
0.442,27.7888
0.444,27.8386
0.446,27.8884
0.448,27.9382
0.45,27.988
0.452,28.0378
0.454,28.0877
0.456,28.1375
0.458,28.1873
0.46,28.2371
0.462,28.2869
0.464,28.3367
0.466,28.3865
0.468,28.4364
0.47,28.4862
0.472,28.536
0.474,28.5858
0.476,28.6356
0.478,28.6854
0.48,28.7353
0.482,28.7851
0.484,28.8349
0.486,28.8847
0.488,28.9345
0.49,28.9843
0.492,29.0341
0.494,29.084
0.496,29.1338
0.498,29.1836
0.5,29.2334
0.502,29.2832
0.504,29.333
0.506,29.3828
0.508,29.4327
0.51,29.4825
0.512,29.5323
0.514,29.5821
0.516,29.6319
0.518,29.6817
0.52,29.7315
0.522,29.7814
0.524,29.8312
0.526,29.881
0.528,29.9308
0.53,29.9806
0.532,30.0304
0.534,30.0803
0.536,30.1301
0.538,30.1799
0.54,30.2297
0.542,30.2795
0.544,30.3293
0.546,30.3791
0.548,30.429
0.55,30.4788
0.552,30.5286
0.554,30.5784
0.556,30.6282
0.558,30.678
0.56,30.7278
0.562,30.7777
0.564,30.8275
0.566,30.8773
0.568,30.9271
0.57,30.9769
0.572,31.0267
0.574,31.0766
0.576,31.1264
0.578,31.1762
0.58,31.226
0.582,31.2758
0.584,31.3256
0.586,31.3754
0.588,31.4253
0.59,31.4751
0.592,31.5249
0.594,31.5747
0.596,31.6245
0.598,31.6743
0.6,31.7241
0.602,31.7571
0.604,31.79
0.606,31.8229
0.608,31.8559
0.61,31.8888
0.612,31.9218
0.614,31.9547
0.616,31.9876
0.618,32.0206
0.62,32.0535
0.622,32.0864
0.624,32.1194
0.626,32.1523
0.628,32.1852
0.63,32.2182
0.632,32.2511
0.634,32.284
0.636,32.317
0.638,32.3499
0.64,32.3828
0.642,32.4158
0.644,32.4487
0.646,32.4816
0.648,32.5146
0.65,32.5475
0.652,32.5805
0.654,32.6134
0.656,32.6463
0.658,32.6793
0.66,32.7122
0.662,32.7451
0.664,32.7781
0.666,32.811
0.668,32.8439
0.67,32.8769
0.672,32.9098
0.674,32.9427
0.676,32.9757
0.678,33.0086
0.68,33.0415
0.682,33.0745
0.684,33.1074
0.686,33.1403
0.688,33.1733
0.69,33.2062
0.692,33.2392
0.694,33.2721
0.696,33.305
0.698,33.338
0.7,33.3709
0.702,33.4038
0.704,33.4368
0.706,33.4697
0.708,33.5026
0.71,33.5356
0.712,33.5685
0.714,33.6014
0.716,33.6344
0.718,33.6673
0.72,33.7002
0.722,33.7332
0.724,33.7661
0.726,33.799
0.728,33.832
0.73,33.8649
0.732,33.8979
0.734,33.9308
0.736,33.9637
0.738,33.9967
0.74,34.0296
0.742,34.0625
0.744,34.0955
0.746,34.1284
0.748,34.1613
0.75,34.1943
0.752,34.2272
0.754,34.2601
0.756,34.2931
0.758,34.326
0.76,34.3589
0.762,34.3919
0.764,34.4248
0.766,34.4577
0.768,34.4907
0.77,34.5236
0.772,34.5565
0.774,34.5895
0.776,34.6224
0.778,34.6554
0.78,34.6883
0.782,34.7212
0.784,34.7542
0.786,34.7871
0.788,34.82
0.79,34.853
0.792,34.8859
0.794,34.9188
0.796,34.9518
0.798,34.9847
0.8,35.0176
0.802,35.0398
0.804,35.0619
0.806,35.0841
0.808,35.1062
0.81,35.1284
0.812,35.1505
0.814,35.1727
0.816,35.1948
0.818,35.217
0.82,35.2391
0.822,35.2612
0.824,35.2834
0.826,35.3055
0.828,35.3277
0.83,35.3498
0.832,35.372
0.834,35.3941
0.836,35.4163
0.838,35.4384
0.84,35.4606
0.842,35.4827
0.844,35.5048
0.846,35.527
0.848,35.5491
0.85,35.5713
0.852,35.5934
0.854,35.6156
0.856,35.6377
0.858,35.6599
0.86,35.682
0.862,35.7042
0.864,35.7263
0.866,35.7485
0.868,35.7706
0.87,35.7927
0.872,35.8149
0.874,35.837
0.876,35.8592
0.878,35.8813
0.88,35.9035
0.882,35.9256
0.884,35.9478
0.886,35.9699
0.888,35.9921
0.89,36.0142
0.892,36.0363
0.894,36.0585
0.896,36.0806
0.898,36.1028
0.9,36.1249
0.902,36.1471
0.904,36.1692
0.906,36.1914
0.908,36.2135
0.91,36.2357
0.912,36.2578
0.914,36.28
0.916,36.3021
0.918,36.3242
0.92,36.3464
0.922,36.3685
0.924,36.3907
0.926,36.4128
0.928,36.435
0.93,36.4571
0.932,36.4793
0.934,36.5014
0.936,36.5236
0.938,36.5457
0.94,36.5678
0.942,36.59
0.944,36.6121
0.946,36.6343
0.948,36.6564
0.95,36.6786
0.952,36.7007
0.954,36.7229
0.956,36.745
0.958,36.7672
0.96,36.7893
0.962,36.8115
0.964,36.8336
0.966,36.8557
0.968,36.8779
0.97,36.9
0.972,36.9222
0.974,36.9443
0.976,36.9665
0.978,36.9886
0.98,37.0108
0.982,37.0329
0.984,37.0551
0.986,37.0772
0.988,37.0993
0.99,37.1215
0.992,37.1436
0.994,37.1658
0.996,37.1879
0.998,37.2101
1,37.2322
1.002,37.2467
1.004,37.2613
1.006,37.2758
1.008,37.2903
1.01,37.3048
1.012,37.3194
1.014,37.3339
1.016,37.3484
1.018,37.3629
1.02,37.3775
1.022,37.392
1.024,37.4065
1.026,37.421
1.028,37.4356
1.03,37.4501
1.032,37.4646
1.034,37.4791
1.036,37.4937
1.038,37.5082
1.04,37.5227
1.042,37.5372
1.044,37.5518
1.046,37.5663
1.048,37.5808
1.05,37.5953
1.052,37.6098
1.054,37.6244
1.056,37.6389
1.058,37.6534
1.06,37.6679
1.062,37.6825
1.064,37.697
1.066,37.7115
1.068,37.726
1.07,37.7406
1.072,37.7551
1.074,37.7696
1.076,37.7841
1.078,37.7987
1.08,37.8132
1.082,37.8277
1.084,37.8422
1.086,37.8568
1.088,37.8713
1.09,37.8858
1.092,37.9003
1.094,37.9149
1.096,37.9294
1.098,37.9439
1.1,37.9584
1.102,37.9729
1.104,37.9875
1.106,38.002
1.108,38.0165
1.11,38.031
1.112,38.0456
1.114,38.0601
1.116,38.0746
1.118,38.0891
1.12,38.1037
1.122,38.1182
1.124,38.1327
1.126,38.1472
1.128,38.1618
1.13,38.1763
1.132,38.1908
1.134,38.2053
1.136,38.2199
1.138,38.2344
1.14,38.2489
1.142,38.2634
1.144,38.278
1.146,38.2925
1.148,38.307
1.15,38.3215
1.152,38.336
1.154,38.3506
1.156,38.3651
1.158,38.3796
1.16,38.3941
1.162,38.4087
1.164,38.4232
1.166,38.4377
1.168,38.4522
1.17,38.4668
1.172,38.4813
1.174,38.4958
1.176,38.5103
1.178,38.5249
1.18,38.5394
1.182,38.5539
1.184,38.5684
1.186,38.583
1.188,38.5975
1.19,38.612
1.192,38.6265
1.194,38.6411
1.196,38.6556
1.198,38.6701
1.2,38.6846
1.202,38.6934
1.204,38.7021
1.206,38.7109
1.208,38.7196
1.21,38.7284
1.212,38.7371
1.214,38.7459
1.216,38.7546
1.218,38.7634
1.22,38.7721
1.222,38.7809
1.224,38.7896
1.226,38.7984
1.228,38.8071
1.23,38.8159
1.232,38.8246
1.234,38.8334
1.236,38.8421
1.238,38.8509
1.24,38.8596
1.242,38.8683
1.244,38.8771
1.246,38.8858
1.248,38.8946
1.25,38.9033
1.252,38.9121
1.254,38.9208
1.256,38.9296
1.258,38.9383
1.26,38.9471
1.262,38.9558
1.264,38.9646
1.266,38.9733
1.268,38.9821
1.27,38.9908
1.272,38.9996
1.274,39.0083
1.276,39.0171
1.278,39.0258
1.28,39.0346
1.282,39.0433
1.284,39.0521
1.286,39.0608
1.288,39.0696
1.29,39.0783
1.292,39.0871
1.294,39.0958
1.296,39.1046
1.298,39.1133
1.3,39.1221
1.302,39.1308
1.304,39.1396
1.306,39.1483
1.308,39.1571
1.31,39.1658
1.312,39.1746
1.314,39.1833
1.316,39.1921
1.318,39.2008
1.32,39.2096
1.322,39.2183
1.324,39.227
1.326,39.2358
1.328,39.2445
1.33,39.2533
1.332,39.262
1.334,39.2708
1.336,39.2795
1.338,39.2883
1.34,39.297
1.342,39.3058
1.344,39.3145
1.346,39.3233
1.348,39.332
1.35,39.3408
1.352,39.3495
1.354,39.3583
1.356,39.367
1.358,39.3758
1.36,39.3845
1.362,39.3933
1.364,39.402
1.366,39.4108
1.368,39.4195
1.37,39.4283
1.372,39.437
1.374,39.4458
1.376,39.4545
1.378,39.4633
1.38,39.472
1.382,39.4808
1.384,39.4895
1.386,39.4983
1.388,39.507
1.39,39.5158
1.392,39.5245
1.394,39.5333
1.396,39.542
1.398,39.5508
1.4,39.5595
1.402,39.5636
1.404,39.5678
1.406,39.5719
1.408,39.576
1.41,39.5802
1.412,39.5843
1.414,39.5884
1.416,39.5926
1.418,39.5967
1.42,39.6008
1.422,39.6049
1.424,39.6091
1.426,39.6132
1.428,39.6173
1.43,39.6215
1.432,39.6256
1.434,39.6297
1.436,39.6339
1.438,39.638
1.44,39.6421
1.442,39.6463
1.444,39.6504
1.446,39.6545
1.448,39.6586
1.45,39.6628
1.452,39.6669
1.454,39.671
1.456,39.6752
1.458,39.6793
1.46,39.6834
1.462,39.6876
1.464,39.6917
1.466,39.6958
1.468,39.7
1.47,39.7041
1.472,39.7082
1.474,39.7123
1.476,39.7165
1.478,39.7206
1.48,39.7247
1.482,39.7289
1.484,39.733
1.486,39.7371
1.488,39.7413
1.49,39.7454
1.492,39.7495
1.494,39.7537
1.496,39.7578
1.498,39.7619
1.5,39.766
1.502,39.7702
1.504,39.7743
1.506,39.7784
1.508,39.7826
1.51,39.7867
1.512,39.7908
1.514,39.795
1.516,39.7991
1.518,39.8032
1.52,39.8074
1.522,39.8115
1.524,39.8156
1.526,39.8198
1.528,39.8239
1.53,39.828
1.532,39.8321
1.534,39.8363
1.536,39.8404
1.538,39.8445
1.54,39.8487
1.542,39.8528
1.544,39.8569
1.546,39.8611
1.548,39.8652
1.55,39.8693
1.552,39.8735
1.554,39.8776
1.556,39.8817
1.558,39.8858
1.56,39.89
1.562,39.8941
1.564,39.8982
1.566,39.9024
1.568,39.9065
1.57,39.9106
1.572,39.9148
1.574,39.9189
1.576,39.923
1.578,39.9272
1.58,39.9313
1.582,39.9354
1.584,39.9395
1.586,39.9437
1.588,39.9478
1.59,39.9519
1.592,39.9561
1.594,39.9602
1.596,39.9643
1.598,39.9685
1.6,39.9726
1.602,39.9729
1.604,39.9731
1.606,39.9734
1.608,39.9737
1.61,39.974
1.612,39.9742
1.614,39.9745
1.616,39.9748
1.618,39.9751
1.62,39.9753
1.622,39.9756
1.624,39.9759
1.626,39.9762
1.628,39.9764
1.63,39.9767
1.632,39.977
1.634,39.9773
1.636,39.9775
1.638,39.9778
1.64,39.9781
1.642,39.9784
1.644,39.9786
1.646,39.9789
1.648,39.9792
1.65,39.9794
1.652,39.9797
1.654,39.98
1.656,39.9803
1.658,39.9805
1.66,39.9808
1.662,39.9811
1.664,39.9814
1.666,39.9816
1.668,39.9819
1.67,39.9822
1.672,39.9825
1.674,39.9827
1.676,39.983
1.678,39.9833
1.68,39.9836
1.682,39.9838
1.684,39.9841
1.686,39.9844
1.688,39.9847
1.69,39.9849
1.692,39.9852
1.694,39.9855
1.696,39.9857
1.698,39.986
1.7,39.9863
1.702,39.9866
1.704,39.9868
1.706,39.9871
1.708,39.9874
1.71,39.9877
1.712,39.9879
1.714,39.9882
1.716,39.9885
1.718,39.9888
1.72,39.989
1.722,39.9893
1.724,39.9896
1.726,39.9899
1.728,39.9901
1.73,39.9904
1.732,39.9907
1.734,39.991
1.736,39.9912
1.738,39.9915
1.74,39.9918
1.742,39.9921
1.744,39.9923
1.746,39.9926
1.748,39.9929
1.75,39.9931
1.752,39.9934
1.754,39.9937
1.756,39.994
1.758,39.9942
1.76,39.9945
1.762,39.9948
1.764,39.9951
1.766,39.9953
1.768,39.9956
1.77,39.9959
1.772,39.9962
1.774,39.9964
1.776,39.9967
1.778,39.997
1.78,39.9973
1.782,39.9975
1.784,39.9978
1.786,39.9981
1.788,39.9984
1.79,39.9986
1.792,39.9989
1.794,39.9992
1.796,39.9995
1.798,39.9997
1.8,40
1.802,39.9969
1.804,39.9939
1.806,39.9908
1.808,39.9877
1.81,39.9847
1.812,39.9816
1.814,39.9785
1.816,39.9755
1.818,39.9724
1.82,39.9693
1.822,39.9663
1.824,39.9632
1.826,39.9601
1.828,39.9571
1.83,39.954
1.832,39.9509
1.834,39.9479
1.836,39.9448
1.838,39.9417
1.84,39.9387
1.842,39.9356
1.844,39.9325
1.846,39.9295
1.848,39.9264
1.85,39.9233
1.852,39.9203
1.854,39.9172
1.856,39.9141
1.858,39.9111
1.86,39.908
1.862,39.9049
1.864,39.9019
1.866,39.8988
1.868,39.8957
1.87,39.8927
1.872,39.8896
1.874,39.8866
1.876,39.8835
1.878,39.8804
1.88,39.8774
1.882,39.8743
1.884,39.8712
1.886,39.8682
1.888,39.8651
1.89,39.862
1.892,39.859
1.894,39.8559
1.896,39.8528
1.898,39.8498
1.9,39.8467
1.902,39.8436
1.904,39.8406
1.906,39.8375
1.908,39.8344
1.91,39.8314
1.912,39.8283
1.914,39.8252
1.916,39.8222
1.918,39.8191
1.92,39.816
1.922,39.813
1.924,39.8099
1.926,39.8068
1.928,39.8038
1.93,39.8007
1.932,39.7976
1.934,39.7946
1.936,39.7915
1.938,39.7884
1.94,39.7854
1.942,39.7823
1.944,39.7792
1.946,39.7762
1.948,39.7731
1.95,39.77
1.952,39.767
1.954,39.7639
1.956,39.7608
1.958,39.7578
1.96,39.7547
1.962,39.7516
1.964,39.7486
1.966,39.7455
1.968,39.7424
1.97,39.7394
1.972,39.7363
1.974,39.7332
1.976,39.7302
1.978,39.7271
1.98,39.724
1.982,39.721
1.984,39.7179
1.986,39.7148
1.988,39.7118
1.99,39.7087
1.992,39.7056
1.994,39.7026
1.996,39.6995
1.998,39.6964
2,39.6934
2.002,39.6873
2.004,39.6813
2.006,39.6752
2.008,39.6692
2.01,39.6631
2.012,39.6571
2.014,39.651
2.016,39.645
2.018,39.6389
2.02,39.6329
2.022,39.6268
2.024,39.6208
2.026,39.6148
2.028,39.6087
2.03,39.6027
2.032,39.5966
2.034,39.5906
2.036,39.5845
2.038,39.5785
2.04,39.5724
2.042,39.5664
2.044,39.5603
2.046,39.5543
2.048,39.5482
2.05,39.5422
2.052,39.5361
2.054,39.5301
2.056,39.524
2.058,39.518
2.06,39.5119
2.062,39.5059
2.064,39.4998
2.066,39.4938
2.068,39.4877
2.07,39.4817
2.072,39.4756
2.074,39.4696
2.076,39.4635
2.078,39.4575
2.08,39.4514
2.082,39.4454
2.084,39.4393
2.086,39.4333
2.088,39.4272
2.09,39.4212
2.092,39.4152
2.094,39.4091
2.096,39.4031
2.098,39.397
2.1,39.391
2.102,39.3849
2.104,39.3789
2.106,39.3728
2.108,39.3668
2.11,39.3607
2.112,39.3547
2.114,39.3486
2.116,39.3426
2.118,39.3365
2.12,39.3305
2.122,39.3244
2.124,39.3184
2.126,39.3123
2.128,39.3063
2.13,39.3002
2.132,39.2942
2.134,39.2881
2.136,39.2821
2.138,39.276
2.14,39.27
2.142,39.2639
2.144,39.2579
2.146,39.2518
2.148,39.2458
2.15,39.2397
2.152,39.2337
2.154,39.2276
2.156,39.2216
2.158,39.2155
2.16,39.2095
2.162,39.2035
2.164,39.1974
2.166,39.1914
2.168,39.1853
2.17,39.1793
2.172,39.1732
2.174,39.1672
2.176,39.1611
2.178,39.1551
2.18,39.149
2.182,39.143
2.184,39.1369
2.186,39.1309
2.188,39.1248
2.19,39.1188
2.192,39.1127
2.194,39.1067
2.196,39.1006
2.198,39.0946
2.2,39.0885
2.202,39.0798
2.204,39.071
2.206,39.0622
2.208,39.0534
2.21,39.0446
2.212,39.0359
2.214,39.0271
2.216,39.0183
2.218,39.0095
2.22,39.0007
2.222,38.992
2.224,38.9832
2.226,38.9744
2.228,38.9656
2.23,38.9568
2.232,38.9481
2.234,38.9393
2.236,38.9305
2.238,38.9217
2.24,38.9129
2.242,38.9042
2.244,38.8954
2.246,38.8866
2.248,38.8778
2.25,38.869
2.252,38.8603
2.254,38.8515
2.256,38.8427
2.258,38.8339
2.26,38.8251
2.262,38.8164
2.264,38.8076
2.266,38.7988
2.268,38.79
2.27,38.7812
2.272,38.7725
2.274,38.7637
2.276,38.7549
2.278,38.7461
2.28,38.7373
2.282,38.7286
2.284,38.7198
2.286,38.711
2.288,38.7022
2.29,38.6934
2.292,38.6847
2.294,38.6759
2.296,38.6671
2.298,38.6583
2.3,38.6495
2.302,38.6408
2.304,38.632
2.306,38.6232
2.308,38.6144
2.31,38.6056
2.312,38.5969
2.314,38.5881
2.316,38.5793
2.318,38.5705
2.32,38.5617
2.322,38.553
2.324,38.5442
2.326,38.5354
2.328,38.5266
2.33,38.5178
2.332,38.5091
2.334,38.5003
2.336,38.4915
2.338,38.4827
2.34,38.4739
2.342,38.4652
2.344,38.4564
2.346,38.4476
2.348,38.4388
2.35,38.43
2.352,38.4213
2.354,38.4125
2.356,38.4037
2.358,38.3949
2.36,38.3861
2.362,38.3774
2.364,38.3686
2.366,38.3598
2.368,38.351
2.37,38.3423
2.372,38.3335
2.374,38.3247
2.376,38.3159
2.378,38.3071
2.38,38.2984
2.382,38.2896
2.384,38.2808
2.386,38.272
2.388,38.2632
2.39,38.2545
2.392,38.2457
2.394,38.2369
2.396,38.2281
2.398,38.2193
2.4,38.2106
2.402,38.1992
2.404,38.1879
2.406,38.1766
2.408,38.1652
2.41,38.1539
2.412,38.1426
2.414,38.1312
2.416,38.1199
2.418,38.1086
2.42,38.0972
2.422,38.0859
2.424,38.0746
2.426,38.0632
2.428,38.0519
2.43,38.0406
2.432,38.0292
2.434,38.0179
2.436,38.0066
2.438,37.9952
2.44,37.9839
2.442,37.9726
2.444,37.9612
2.446,37.9499
2.448,37.9386
2.45,37.9272
2.452,37.9159
2.454,37.9046
2.456,37.8932
2.458,37.8819
2.46,37.8706
2.462,37.8592
2.464,37.8479
2.466,37.8366
2.468,37.8252
2.47,37.8139
2.472,37.8026
2.474,37.7912
2.476,37.7799
2.478,37.7686
2.48,37.7572
2.482,37.7459
2.484,37.7346
2.486,37.7232
2.488,37.7119
2.49,37.7006
2.492,37.6892
2.494,37.6779
2.496,37.6666
2.498,37.6552
2.5,37.6439
2.502,37.6326
2.504,37.6212
2.506,37.6099
2.508,37.5986
2.51,37.5872
2.512,37.5759
2.514,37.5646
2.516,37.5532
2.518,37.5419
2.52,37.5306
2.522,37.5192
2.524,37.5079
2.526,37.4966
2.528,37.4852
2.53,37.4739
2.532,37.4626
2.534,37.4512
2.536,37.4399
2.538,37.4286
2.54,37.4172
2.542,37.4059
2.544,37.3946
2.546,37.3832
2.548,37.3719
2.55,37.3606
2.552,37.3492
2.554,37.3379
2.556,37.3265
2.558,37.3152
2.56,37.3039
2.562,37.2925
2.564,37.2812
2.566,37.2699
2.568,37.2585
2.57,37.2472
2.572,37.2359
2.574,37.2245
2.576,37.2132
2.578,37.2019
2.58,37.1905
2.582,37.1792
2.584,37.1679
2.586,37.1565
2.588,37.1452
2.59,37.1339
2.592,37.1225
2.594,37.1112
2.596,37.0999
2.598,37.0885
2.6,37.0772
2.602,37.0635
2.604,37.0497
2.606,37.0359
2.608,37.0222
2.61,37.0084
2.612,36.9947
2.614,36.9809
2.616,36.9671
2.618,36.9534
2.62,36.9396
2.622,36.9259
2.624,36.9121
2.626,36.8983
2.628,36.8846
2.63,36.8708
2.632,36.8571
2.634,36.8433
2.636,36.8295
2.638,36.8158
2.64,36.802
2.642,36.7883
2.644,36.7745
2.646,36.7608
2.648,36.747
2.65,36.7332
2.652,36.7195
2.654,36.7057
2.656,36.692
2.658,36.6782
2.66,36.6644
2.662,36.6507
2.664,36.6369
2.666,36.6232
2.668,36.6094
2.67,36.5956
2.672,36.5819
2.674,36.5681
2.676,36.5544
2.678,36.5406
2.68,36.5268
2.682,36.5131
2.684,36.4993
2.686,36.4856
2.688,36.4718
2.69,36.458
2.692,36.4443
2.694,36.4305
2.696,36.4168
2.698,36.403
2.7,36.3893
2.702,36.3755
2.704,36.3617
2.706,36.348
2.708,36.3342
2.71,36.3205
2.712,36.3067
2.714,36.2929
2.716,36.2792
2.718,36.2654
2.72,36.2517
2.722,36.2379
2.724,36.2241
2.726,36.2104
2.728,36.1966
2.73,36.1829
2.732,36.1691
2.734,36.1553
2.736,36.1416
2.738,36.1278
2.74,36.1141
2.742,36.1003
2.744,36.0865
2.746,36.0728
2.748,36.059
2.75,36.0453
2.752,36.0315
2.754,36.0178
2.756,36.004
2.758,35.9902
2.76,35.9765
2.762,35.9627
2.764,35.949
2.766,35.9352
2.768,35.9214
2.77,35.9077
2.772,35.8939
2.774,35.8802
2.776,35.8664
2.778,35.8526
2.78,35.8389
2.782,35.8251
2.784,35.8114
2.786,35.7976
2.788,35.7838
2.79,35.7701
2.792,35.7563
2.794,35.7426
2.796,35.7288
2.798,35.715
2.8,35.7013
2.802,35.6852
2.804,35.6691
2.806,35.653
2.808,35.6369
2.81,35.6208
2.812,35.6048
2.814,35.5887
2.816,35.5726
2.818,35.5565
2.82,35.5404
2.822,35.5243
2.824,35.5082
2.826,35.4921
2.828,35.476
2.83,35.4599
2.832,35.4439
2.834,35.4278
2.836,35.4117
2.838,35.3956
2.84,35.3795
2.842,35.3634
2.844,35.3473
2.846,35.3312
2.848,35.3151
2.85,35.2991
2.852,35.283
2.854,35.2669
2.856,35.2508
2.858,35.2347
2.86,35.2186
2.862,35.2025
2.864,35.1864
2.866,35.1703
2.868,35.1542
2.87,35.1382
2.872,35.1221
2.874,35.106
2.876,35.0899
2.878,35.0738
2.88,35.0577
2.882,35.0416
2.884,35.0255
2.886,35.0094
2.888,34.9933
2.89,34.9773
2.892,34.9612
2.894,34.9451
2.896,34.929
2.898,34.9129
2.9,34.8968
2.902,34.8807
2.904,34.8646
2.906,34.8485
2.908,34.8325
2.91,34.8164
2.912,34.8003
2.914,34.7842
2.916,34.7681
2.918,34.752
2.92,34.7359
2.922,34.7198
2.924,34.7037
2.926,34.6876
2.928,34.6716
2.93,34.6555
2.932,34.6394
2.934,34.6233
2.936,34.6072
2.938,34.5911
2.94,34.575
2.942,34.5589
2.944,34.5428
2.946,34.5268
2.948,34.5107
2.95,34.4946
2.952,34.4785
2.954,34.4624
2.956,34.4463
2.958,34.4302
2.96,34.4141
2.962,34.398
2.964,34.3819
2.966,34.3659
2.968,34.3498
2.97,34.3337
2.972,34.3176
2.974,34.3015
2.976,34.2854
2.978,34.2693
2.98,34.2532
2.982,34.2371
2.984,34.2211
2.986,34.205
2.988,34.1889
2.99,34.1728
2.992,34.1567
2.994,34.1406
2.996,34.1245
2.998,34.1084
3,34.0923
3.002,34.074
3.004,34.0557
3.006,34.0373
3.008,34.019
3.01,34.0006
3.012,33.9823
3.014,33.9639
3.016,33.9456
3.018,33.9273
3.02,33.9089
3.022,33.8906
3.024,33.8722
3.026,33.8539
3.028,33.8356
3.03,33.8172
3.032,33.7989
3.034,33.7805
3.036,33.7622
3.038,33.7439
3.04,33.7255
3.042,33.7072
3.044,33.6888
3.046,33.6705
3.048,33.6522
3.05,33.6338
3.052,33.6155
3.054,33.5971
3.056,33.5788
3.058,33.5604
3.06,33.5421
3.062,33.5238
3.064,33.5054
3.066,33.4871
3.068,33.4687
3.07,33.4504
3.072,33.4321
3.074,33.4137
3.076,33.3954
3.078,33.377
3.08,33.3587
3.082,33.3404
3.084,33.322
3.086,33.3037
3.088,33.2853
3.09,33.267
3.092,33.2487
3.094,33.2303
3.096,33.212
3.098,33.1936
3.1,33.1753
3.102,33.1569
3.104,33.1386
3.106,33.1203
3.108,33.1019
3.11,33.0836
3.112,33.0652
3.114,33.0469
3.116,33.0286
3.118,33.0102
3.12,32.9919
3.122,32.9735
3.124,32.9552
3.126,32.9369
3.128,32.9185
3.13,32.9002
3.132,32.8818
3.134,32.8635
3.136,32.8452
3.138,32.8268
