time(s),flow(L/m)
3.134,3.70028
3.136,3.67023
3.138,3.64017
3.14,3.61012
3.142,3.58007
3.144,3.55002
3.146,3.51997
3.148,3.48992
3.15,3.45987
3.152,3.42982
3.154,3.39977
3.156,3.36972
3.158,3.33966
3.16,3.30961
3.162,3.27956
3.164,3.24951
3.166,3.21946
3.168,3.18941
3.17,3.15936
3.172,3.12931
3.174,3.09926
3.176,3.06921
3.178,3.03915
3.18,3.0091
3.182,2.97905
3.184,2.949
3.186,2.91895
3.188,2.8889
3.19,2.85885
3.192,2.8288
3.194,2.79875
3.196,2.7687
3.198,2.73865
3.2,2.70859
3.202,2.69153
3.204,2.67447
3.206,2.65741
3.208,2.64035
3.21,2.62329
3.212,2.60623
3.214,2.58917
3.216,2.57211
3.218,2.55504
3.22,2.53798
3.222,2.52092
3.224,2.50386
3.226,2.4868
3.228,2.46974
3.23,2.45268
3.232,2.43562
3.234,2.41856
3.236,2.40149
3.238,2.38443
3.24,2.36737
3.242,2.35031
3.244,2.33325
3.246,2.31619
3.248,2.29913
3.25,2.28207
3.252,2.26501
3.254,2.24794
3.256,2.23088
3.258,2.21382
3.26,2.19676
3.262,2.1797
3.264,2.16264
3.266,2.14558
3.268,2.12852
3.27,2.11146
3.272,2.0944
3.274,2.07733
3.276,2.06027
3.278,2.04321
3.28,2.02615
3.282,2.00909
3.284,1.99203
3.286,1.97497
3.288,1.95791
3.29,1.94085
3.292,1.92378
3.294,1.90672
3.296,1.88966
3.298,1.8726
3.3,1.85554
3.302,1.83848
3.304,1.82142
3.306,1.80436
3.308,1.7873
3.31,1.77023
3.312,1.75317
3.314,1.73611
3.316,1.71905
3.318,1.70199
3.32,1.68493
3.322,1.66787
3.324,1.65081
3.326,1.63375
3.328,1.61668
3.33,1.59962
3.332,1.58256
3.334,1.5655
3.336,1.54844
3.338,1.53138
3.34,1.51432
3.342,1.49726
3.344,1.4802
3.346,1.46314
3.348,1.44607
3.35,1.42901
3.352,1.41195
3.354,1.39489
3.356,1.37783
3.358,1.36077
3.36,1.34371
3.362,1.32665
3.364,1.30959
3.366,1.29252
3.368,1.27546
3.37,1.2584
3.372,1.24134
3.374,1.22428
3.376,1.20722
3.378,1.19016
3.38,1.1731
3.382,1.15604
3.384,1.13897
3.386,1.12191
3.388,1.10485
3.39,1.08779
3.392,1.07073
3.394,1.05367
3.396,1.03661
3.398,1.01955
3.4,1.00249
3.402,0.994851
3.404,0.987217
3.406,0.979582
3.408,0.971948
3.41,0.964313
3.412,0.956679
3.414,0.949044
3.416,0.94141
3.418,0.933776
3.42,0.926141
3.422,0.918507
3.424,0.910872
3.426,0.903238
3.428,0.895603
3.43,0.887969
3.432,0.880334
3.434,0.8727
3.436,0.865065
3.438,0.857431
3.44,0.849796
3.442,0.842162
3.444,0.834527
3.446,0.826893
3.448,0.819258
3.45,0.811624
3.452,0.803989
3.454,0.796355
3.456,0.78872
3.458,0.781086
3.46,0.773451
3.462,0.765817
3.464,0.758182
3.466,0.750548
3.468,0.742913
3.47,0.735279
3.472,0.727645
3.474,0.72001
3.476,0.712376
3.478,0.704741
3.48,0.697107
3.482,0.689472
3.484,0.681838
3.486,0.674203
3.488,0.666569
3.49,0.658934
3.492,0.6513
3.494,0.643665
3.496,0.636031
3.498,0.628396
3.5,0.620762
3.502,0.613127
3.504,0.605493
3.506,0.597858
3.508,0.590224
3.51,0.582589
3.512,0.574955
3.514,0.56732
3.516,0.559686
3.518,0.552051
3.52,0.544417
3.522,0.536783
3.524,0.529148
3.526,0.521514
3.528,0.513879
3.53,0.506245
3.532,0.49861
3.534,0.490976
3.536,0.483341
3.538,0.475707
3.54,0.468072
3.542,0.460438
3.544,0.452803
3.546,0.445169
3.548,0.437534
3.55,0.4299
3.552,0.422265
3.554,0.414631
3.556,0.406996
3.558,0.399362
3.56,0.391727
3.562,0.384093
3.564,0.376458
3.566,0.368824
3.568,0.361189
3.57,0.353555
3.572,0.34592
3.574,0.338286
3.576,0.330652
3.578,0.323017
3.58,0.315383
3.582,0.307748
3.584,0.300114
3.586,0.292479
3.588,0.284845
3.59,0.27721
3.592,0.269576
3.594,0.261941
3.596,0.254307
3.598,0.246672
3.6,0.239038
3.602,0.236845
3.604,0.234652
3.606,0.23246
3.608,0.230267
3.61,0.228074
3.612,0.225882
3.614,0.223689
3.616,0.221497
3.618,0.219304
3.62,0.217111
3.622,0.214919
3.624,0.212726
3.626,0.210533
3.628,0.208341
3.63,0.206148
3.632,0.203955
3.634,0.201763
3.636,0.19957
3.638,0.197377
3.64,0.195185
3.642,0.192992
3.644,0.190799
3.646,0.188607
3.648,0.186414
3.65,0.184221
3.652,0.182029
3.654,0.179836
3.656,0.177643
3.658,0.175451
3.66,0.173258
3.662,0.171066
3.664,0.168873
3.666,0.16668
3.668,0.164488
3.67,0.162295
3.672,0.160102
3.674,0.15791
3.676,0.155717
3.678,0.153524
3.68,0.151332
3.682,0.149139
3.684,0.146946
3.686,0.144754
3.688,0.142561
3.69,0.140368
3.692,0.138176
3.694,0.135983
3.696,0.13379
3.698,0.131598
3.7,0.129405
3.702,0.127212
3.704,0.12502
3.706,0.122827
3.708,0.120635
3.71,0.118442
3.712,0.116249
3.714,0.114057
3.716,0.111864
3.718,0.109671
3.72,0.107479
3.722,0.105286
3.724,0.103093
3.726,0.100901
3.728,0.098708
3.73,0.0965153
3.732,0.0943227
3.734,0.09213
3.736,0.0899374
3.738,0.0877447
3.74,0.0855521
3.742,0.0833594
3.744,0.0811668
3.746,0.0789741
3.748,0.0767815
3.75,0.0745888
3.752,0.0723962
3.754,0.0702035
3.756,0.0680108
3.758,0.0658182
3.76,0.0636255
3.762,0.0614329
3.764,0.0592402
3.766,0.0570476
3.768,0.0548549
3.77,0.0526623
3.772,0.0504696
3.774,0.048277
3.776,0.0460843
3.778,0.0438917
3.78,0.041699
3.782,0.0395064
3.784,0.0373137
3.786,0.0351211
3.788,0.0329284
3.79,0.0307358
3.792,0.0285431
3.794,0.0263505
3.796,0.0241578
3.798,0.0219651
3.8,0.0197725
3.802,0.0197725
3.804,0.0197725
3.806,0.0197725
3.808,0.0197725
3.81,0.0197725
3.812,0.0197725
3.814,0.0197725
3.816,0.0197725
3.818,0.0197725
3.82,0.0197725
3.822,0.0197725
3.824,0.0197725
3.826,0.0197725
3.828,0.0197725
3.83,0.0197725
3.832,0.0197725
3.834,0.0197725
3.836,0.0197725
3.838,0.0197725
3.84,0.0197725
3.842,0.0197725
3.844,0.0197725
3.846,0.0197725
3.848,0.0197725
3.85,0.0197725
3.852,0.0197725
3.854,0.0197725
3.856,0.0197725
3.858,0.0197725
3.86,0.0197725
3.862,0.0197725
3.864,0.0197725
3.866,0.0197725
3.868,0.0197725
3.87,0.0197725
3.872,0.0197725
3.874,0.0197725
3.876,0.0197725
3.878,0.0197725
3.88,0.0197725
3.882,0.0197725
3.884,0.0197725
3.886,0.0197725
3.888,0.0197725
3.89,0.0197725
3.892,0.0197725
3.894,0.0197725
3.896,0.0197725
3.898,0.0197725
3.9,0.0197725
3.902,0.0197725
3.904,0.0197725
3.906,0.0197725
3.908,0.0197725
3.91,0.0197725
3.912,0.0197725
3.914,0.0197725
3.916,0.0197725
3.918,0.0197725
3.92,0.0197725
3.922,0.0197725
3.924,0.0197725
3.926,0.0197725
3.928,0.0197725
3.93,0.0197725
3.932,0.0197725
3.934,0.0197725
3.936,0.0197725
3.938,0.0197725
3.94,0.0197725
3.942,0.0197725
3.944,0.0197725
3.946,0.0197725
3.948,0.0197725
3.95,0.0197725
3.952,0.0197725
3.954,0.0197725
3.956,0.0197725
3.958,0.0197725
3.96,0.0197725
3.962,0.0197725
3.964,0.0197725
3.966,0.0197725
3.968,0.0197725
3.97,0.0197725
3.972,0.0197725
3.974,0.0197725
3.976,0.0197725
3.978,0.0197725
3.98,0.0197725
3.982,0.0197725
3.984,0.0197725
3.986,0.0197725
3.988,0.0197725
3.99,0.0197725
3.992,0.0197725
3.994,0.0197725
3.996,0.0197725
3.998,0.0197725
