time(s),flow(L/m)
0.454,31.3293
0.456,31.3766
0.458,31.4239
0.46,31.4712
0.462,31.5185
0.464,31.5658
0.466,31.6132
0.468,31.6605
0.47,31.7078
0.472,31.7551
0.474,31.8024
0.476,31.8497
0.478,31.8971
0.48,31.9444
0.482,31.9917
0.484,32.039
0.486,32.0863
0.488,32.1337
0.49,32.181
0.492,32.2283
0.494,32.2756
0.496,32.3229
0.498,32.3702
0.5,32.4176
0.502,32.4649
0.504,32.5122
0.506,32.5595
0.508,32.6068
0.51,32.6541
0.512,32.7015
0.514,32.7488
0.516,32.7961
0.518,32.8434
0.52,32.8907
0.522,32.938
0.524,32.9854
0.526,33.0327
0.528,33.08
0.53,33.1273
0.532,33.1746
0.534,33.222
0.536,33.2693
0.538,33.3166
0.54,33.3639
0.542,33.4112
0.544,33.4585
0.546,33.5059
0.548,33.5532
0.55,33.6005
0.552,33.6478
0.554,33.6951
0.556,33.7424
0.558,33.7898
0.56,33.8371
0.562,33.8844
0.564,33.9317
0.566,33.979
0.568,34.0263
0.57,34.0737
0.572,34.121
0.574,34.1683
0.576,34.2156
0.578,34.2629
0.58,34.3102
0.582,34.3576
0.584,34.4049
0.586,34.4522
0.588,34.4995
0.59,34.5468
0.592,34.5942
0.594,34.6415
0.596,34.6888
0.598,34.7361
0.6,34.7834
0.602,34.8115
0.604,34.8396
0.606,34.8677
0.608,34.8958
0.61,34.9239
0.612,34.952
0.614,34.9801
0.616,35.0082
0.618,35.0363
0.62,35.0644
0.622,35.0925
0.624,35.1206
0.626,35.1487
0.628,35.1768
0.63,35.2048
0.632,35.2329
0.634,35.261
0.636,35.2891
0.638,35.3172
0.64,35.3453
0.642,35.3734
0.644,35.4015
0.646,35.4296
0.648,35.4577
0.65,35.4858
0.652,35.5139
0.654,35.542
0.656,35.5701
0.658,35.5982
0.66,35.6263
0.662,35.6544
0.664,35.6825
0.666,35.7106
0.668,35.7386
0.67,35.7667
0.672,35.7948
0.674,35.8229
0.676,35.851
0.678,35.8791
0.68,35.9072
0.682,35.9353
0.684,35.9634
0.686,35.9915
0.688,36.0196
0.69,36.0477
0.692,36.0758
0.694,36.1039
0.696,36.132
0.698,36.1601
0.7,36.1882
0.702,36.2163
0.704,36.2444
0.706,36.2725
0.708,36.3005
0.71,36.3286
0.712,36.3567
0.714,36.3848
0.716,36.4129
0.718,36.441
0.72,36.4691
0.722,36.4972
0.724,36.5253
0.726,36.5534
0.728,36.5815
0.73,36.6096
0.732,36.6377
0.734,36.6658
0.736,36.6939
0.738,36.722
0.74,36.7501
0.742,36.7782
0.744,36.8063
0.746,36.8344
0.748,36.8624
0.75,36.8905
0.752,36.9186
0.754,36.9467
0.756,36.9748
0.758,37.0029
0.76,37.031
0.762,37.0591
0.764,37.0872
0.766,37.1153
0.768,37.1434
0.77,37.1715
0.772,37.1996
0.774,37.2277
0.776,37.2558
0.778,37.2839
0.78,37.312
0.782,37.3401
0.784,37.3682
0.786,37.3962
0.788,37.4243
0.79,37.4524
0.792,37.4805
0.794,37.5086
0.796,37.5367
0.798,37.5648
0.8,37.5929
0.802,37.6089
0.804,37.6248
0.806,37.6408
0.808,37.6567
0.81,37.6727
0.812,37.6886
0.814,37.7046
0.816,37.7205
0.818,37.7365
0.82,37.7524
0.822,37.7684
0.824,37.7844
0.826,37.8003
0.828,37.8163
0.83,37.8322
0.832,37.8482
0.834,37.8641
0.836,37.8801
0.838,37.896
0.84,37.912
0.842,37.9279
0.844,37.9439
0.846,37.9598
0.848,37.9758
0.85,37.9917
0.852,38.0077
0.854,38.0237
0.856,38.0396
0.858,38.0556
0.86,38.0715
0.862,38.0875
0.864,38.1034
0.866,38.1194
0.868,38.1353
0.87,38.1513
0.872,38.1672
0.874,38.1832
0.876,38.1991
0.878,38.2151
0.88,38.231
0.882,38.247
0.884,38.263
0.886,38.2789
0.888,38.2949
0.89,38.3108
0.892,38.3268
0.894,38.3427
0.896,38.3587
0.898,38.3746
0.9,38.3906
0.902,38.4065
0.904,38.4225
0.906,38.4384
0.908,38.4544
0.91,38.4703
0.912,38.4863
0.914,38.5022
0.916,38.5182
0.918,38.5342
0.92,38.5501
0.922,38.5661
0.924,38.582
0.926,38.598
0.928,38.6139
0.93,38.6299
0.932,38.6458
0.934,38.6618
0.936,38.6777
0.938,38.6937
0.94,38.7096
0.942,38.7256
0.944,38.7415
0.946,38.7575
0.948,38.7735
0.95,38.7894
0.952,38.8054
0.954,38.8213
0.956,38.8373
0.958,38.8532
0.96,38.8692
0.962,38.8851
0.964,38.9011
0.966,38.917
0.968,38.933
0.97,38.9489
0.972,38.9649
0.974,38.9808
0.976,38.9968
0.978,39.0128
0.98,39.0287
0.982,39.0447
0.984,39.0606
0.986,39.0766
0.988,39.0925
0.99,39.1085
0.992,39.1244
0.994,39.1404
0.996,39.1563
0.998,39.1723
1,39.1882
1.002,39.1956
1.004,39.203
1.006,39.2103
1.008,39.2177
1.01,39.225
1.012,39.2324
1.014,39.2397
1.016,39.2471
1.018,39.2545
1.02,39.2618
1.022,39.2692
1.024,39.2765
1.026,39.2839
1.028,39.2912
1.03,39.2986
1.032,39.306
1.034,39.3133
1.036,39.3207
1.038,39.328
1.04,39.3354
1.042,39.3427
1.044,39.3501
1.046,39.3575
1.048,39.3648
1.05,39.3722
1.052,39.3795
1.054,39.3869
1.056,39.3943
1.058,39.4016
1.06,39.409
1.062,39.4163
1.064,39.4237
1.066,39.431
1.068,39.4384
1.07,39.4458
1.072,39.4531
1.074,39.4605
1.076,39.4678
1.078,39.4752
1.08,39.4825
1.082,39.4899
1.084,39.4973
1.086,39.5046
1.088,39.512
1.09,39.5193
1.092,39.5267
1.094,39.534
1.096,39.5414
1.098,39.5488
1.1,39.5561
1.102,39.5635
1.104,39.5708
1.106,39.5782
1.108,39.5855
1.11,39.5929
1.112,39.6003
1.114,39.6076
1.116,39.615
1.118,39.6223
1.12,39.6297
1.122,39.637
1.124,39.6444
1.126,39.6518
1.128,39.6591
1.13,39.6665
1.132,39.6738
1.134,39.6812
1.136,39.6886
1.138,39.6959
1.14,39.7033
1.142,39.7106
1.144,39.718
1.146,39.7253
1.148,39.7327
1.15,39.7401
1.152,39.7474
1.154,39.7548
1.156,39.7621
1.158,39.7695
1.16,39.7768
1.162,39.7842
1.164,39.7916
1.166,39.7989
1.168,39.8063
1.17,39.8136
1.172,39.821
1.174,39.8283
1.176,39.8357
1.178,39.8431
1.18,39.8504
1.182,39.8578
1.184,39.8651
1.186,39.8725
1.188,39.8798
1.19,39.8872
1.192,39.8946
1.194,39.9019
1.196,39.9093
1.198,39.9166
1.2,39.924
1.202,39.9248
1.204,39.9255
1.206,39.9263
1.208,39.927
1.21,39.9278
1.212,39.9286
1.214,39.9293
1.216,39.9301
1.218,39.9308
1.22,39.9316
1.222,39.9324
1.224,39.9331
1.226,39.9339
1.228,39.9346
1.23,39.9354
1.232,39.9362
1.234,39.9369
1.236,39.9377
1.238,39.9384
1.24,39.9392
1.242,39.94
1.244,39.9407
1.246,39.9415
1.248,39.9422
1.25,39.943
1.252,39.9438
1.254,39.9445
1.256,39.9453
1.258,39.946
1.26,39.9468
1.262,39.9476
1.264,39.9483
1.266,39.9491
1.268,39.9498
1.27,39.9506
1.272,39.9514
1.274,39.9521
1.276,39.9529
1.278,39.9536
1.28,39.9544
1.282,39.9552
1.284,39.9559
1.286,39.9567
1.288,39.9574
1.29,39.9582
1.292,39.959
1.294,39.9597
1.296,39.9605
1.298,39.9612
1.3,39.962
1.302,39.9628
1.304,39.9635
1.306,39.9643
1.308,39.965
1.31,39.9658
1.312,39.9666
1.314,39.9673
1.316,39.9681
1.318,39.9688
1.32,39.9696
1.322,39.9704
1.324,39.9711
1.326,39.9719
1.328,39.9726
1.33,39.9734
1.332,39.9742
1.334,39.9749
1.336,39.9757
1.338,39.9764
1.34,39.9772
1.342,39.978
1.344,39.9787
1.346,39.9795
1.348,39.9802
1.35,39.981
1.352,39.9818
1.354,39.9825
1.356,39.9833
1.358,39.984
1.36,39.9848
1.362,39.9856
1.364,39.9863
1.366,39.9871
1.368,39.9878
1.37,39.9886
1.372,39.9894
1.374,39.9901
1.376,39.9909
1.378,39.9916
1.38,39.9924
1.382,39.9932
1.384,39.9939
1.386,39.9947
1.388,39.9954
1.39,39.9962
1.392,39.997
1.394,39.9977
1.396,39.9985
1.398,39.9992
1.4,40
1.402,39.9954
1.404,39.9907
1.406,39.9861
1.408,39.9815
1.41,39.9769
1.412,39.9722
1.414,39.9676
1.416,39.963
1.418,39.9584
1.42,39.9537
1.422,39.9491
1.424,39.9445
1.426,39.9399
1.428,39.9352
1.43,39.9306
1.432,39.926
1.434,39.9214
1.436,39.9167
1.438,39.9121
1.44,39.9075
1.442,39.9029
1.444,39.8982
1.446,39.8936
1.448,39.889
1.45,39.8844
1.452,39.8797
1.454,39.8751
1.456,39.8705
1.458,39.8659
1.46,39.8612
1.462,39.8566
1.464,39.852
1.466,39.8474
1.468,39.8427
1.47,39.8381
1.472,39.8335
1.474,39.8289
1.476,39.8242
1.478,39.8196
1.48,39.815
1.482,39.8104
1.484,39.8057
1.486,39.8011
1.488,39.7965
1.49,39.7919
1.492,39.7872
1.494,39.7826
1.496,39.778
1.498,39.7734
1.5,39.7687
1.502,39.7641
1.504,39.7595
1.506,39.7549
1.508,39.7502
1.51,39.7456
1.512,39.741
1.514,39.7363
1.516,39.7317
1.518,39.7271
1.52,39.7225
1.522,39.7178
1.524,39.7132
1.526,39.7086
1.528,39.704
1.53,39.6993
1.532,39.6947
1.534,39.6901
1.536,39.6855
1.538,39.6808
1.54,39.6762
1.542,39.6716
1.544,39.667
1.546,39.6623
1.548,39.6577
1.55,39.6531
1.552,39.6485
1.554,39.6438
1.556,39.6392
1.558,39.6346
1.56,39.63
1.562,39.6253
1.564,39.6207
1.566,39.6161
1.568,39.6115
1.57,39.6068
1.572,39.6022
1.574,39.5976
1.576,39.593
1.578,39.5883
1.58,39.5837
1.582,39.5791
1.584,39.5745
1.586,39.5698
1.588,39.5652
1.59,39.5606
1.592,39.556
1.594,39.5513
1.596,39.5467
1.598,39.5421
1.6,39.5375
1.602,39.5282
1.604,39.519
1.606,39.5097
1.608,39.5005
1.61,39.4913
1.612,39.482
1.614,39.4728
1.616,39.4635
1.618,39.4543
1.62,39.4451
1.622,39.4358
1.624,39.4266
1.626,39.4174
1.628,39.4081
1.63,39.3989
1.632,39.3896
1.634,39.3804
1.636,39.3712
1.638,39.3619
1.64,39.3527
1.642,39.3434
1.644,39.3342
1.646,39.325
1.648,39.3157
1.65,39.3065
1.652,39.2972
1.654,39.288
1.656,39.2788
1.658,39.2695
1.66,39.2603
1.662,39.2511
1.664,39.2418
1.666,39.2326
1.668,39.2233
1.67,39.2141
1.672,39.2049
1.674,39.1956
1.676,39.1864
1.678,39.1771
1.68,39.1679
1.682,39.1587
1.684,39.1494
1.686,39.1402
1.688,39.1309
1.69,39.1217
1.692,39.1125
1.694,39.1032
1.696,39.094
1.698,39.0848
1.7,39.0755
1.702,39.0663
1.704,39.057
1.706,39.0478
1.708,39.0386
1.71,39.0293
1.712,39.0201
1.714,39.0108
1.716,39.0016
1.718,38.9924
1.72,38.9831
1.722,38.9739
1.724,38.9647
1.726,38.9554
1.728,38.9462
1.73,38.9369
1.732,38.9277
1.734,38.9185
1.736,38.9092
1.738,38.9
1.74,38.8907
1.742,38.8815
1.744,38.8723
1.746,38.863
1.748,38.8538
1.75,38.8445
1.752,38.8353
1.754,38.8261
1.756,38.8168
1.758,38.8076
1.76,38.7984
1.762,38.7891
1.764,38.7799
1.766,38.7706
1.768,38.7614
1.77,38.7522
1.772,38.7429
1.774,38.7337
1.776,38.7244
1.778,38.7152
1.78,38.706
1.782,38.6967
1.784,38.6875
1.786,38.6782
1.788,38.669
1.79,38.6598
1.792,38.6505
1.794,38.6413
1.796,38.6321
1.798,38.6228
1.8,38.6136
1.802,38.6002
1.804,38.5869
1.806,38.5736
1.808,38.5602
1.81,38.5469
1.812,38.5335
1.814,38.5202
1.816,38.5069
1.818,38.4935
1.82,38.4802
1.822,38.4668
1.824,38.4535
1.826,38.4402
1.828,38.4268
1.83,38.4135
1.832,38.4001
1.834,38.3868
1.836,38.3734
1.838,38.3601
1.84,38.3468
1.842,38.3334
1.844,38.3201
1.846,38.3067
1.848,38.2934
1.85,38.2801
1.852,38.2667
1.854,38.2534
1.856,38.24
1.858,38.2267
1.86,38.2134
1.862,38.2
1.864,38.1867
1.866,38.1733
1.868,38.16
1.87,38.1467
1.872,38.1333
1.874,38.12
1.876,38.1066
1.878,38.0933
1.88,38.08
1.882,38.0666
1.884,38.0533
1.886,38.0399
1.888,38.0266
1.89,38.0133
1.892,37.9999
1.894,37.9866
1.896,37.9732
1.898,37.9599
1.9,37.9466
1.902,37.9332
1.904,37.9199
1.906,37.9065
1.908,37.8932
1.91,37.8799
1.912,37.8665
1.914,37.8532
1.916,37.8398
1.918,37.8265
1.92,37.8132
1.922,37.7998
1.924,37.7865
1.926,37.7731
1.928,37.7598
1.93,37.7465
1.932,37.7331
1.934,37.7198
1.936,37.7064
1.938,37.6931
1.94,37.6798
1.942,37.6664
1.944,37.6531
1.946,37.6397
1.948,37.6264
1.95,37.613
1.952,37.5997
1.954,37.5864
1.956,37.573
1.958,37.5597
1.96,37.5463
1.962,37.533
1.964,37.5197
1.966,37.5063
1.968,37.493
1.97,37.4796
1.972,37.4663
1.974,37.453
1.976,37.4396
1.978,37.4263
1.98,37.4129
1.982,37.3996
1.984,37.3863
1.986,37.3729
1.988,37.3596
1.99,37.3462
1.992,37.3329
1.994,37.3196
1.996,37.3062
1.998,37.2929
2,37.2795
2.002,37.2625
2.004,37.2454
2.006,37.2283
2.008,37.2112
2.01,37.1941
2.012,37.177
2.014,37.1599
2.016,37.1428
2.018,37.1258
2.02,37.1087
2.022,37.0916
2.024,37.0745
2.026,37.0574
2.028,37.0403
2.03,37.0232
2.032,37.0062
2.034,36.9891
2.036,36.972
2.038,36.9549
2.04,36.9378
2.042,36.9207
2.044,36.9036
2.046,36.8865
2.048,36.8695
2.05,36.8524
2.052,36.8353
2.054,36.8182
2.056,36.8011
2.058,36.784
2.06,36.7669
2.062,36.7499
2.064,36.7328
2.066,36.7157
2.068,36.6986
2.07,36.6815
2.072,36.6644
2.074,36.6473
2.076,36.6303
2.078,36.6132
2.08,36.5961
2.082,36.579
2.084,36.5619
2.086,36.5448
2.088,36.5277
2.09,36.5106
2.092,36.4936
2.094,36.4765
2.096,36.4594
2.098,36.4423
2.1,36.4252
2.102,36.4081
2.104,36.391
2.106,36.374
2.108,36.3569
2.11,36.3398
2.112,36.3227
2.114,36.3056
2.116,36.2885
2.118,36.2714
2.12,36.2543
2.122,36.2373
2.124,36.2202
2.126,36.2031
2.128,36.186
2.13,36.1689
2.132,36.1518
2.134,36.1347
2.136,36.1177
2.138,36.1006
2.14,36.0835
2.142,36.0664
2.144,36.0493
2.146,36.0322
2.148,36.0151
2.15,35.998
2.152,35.981
2.154,35.9639
2.156,35.9468
2.158,35.9297
2.16,35.9126
2.162,35.8955
2.164,35.8784
2.166,35.8614
2.168,35.8443
2.17,35.8272
2.172,35.8101
2.174,35.793
2.176,35.7759
2.178,35.7588
2.18,35.7417
2.182,35.7247
2.184,35.7076
2.186,35.6905
2.188,35.6734
2.19,35.6563
2.192,35.6392
2.194,35.6221
2.196,35.6051
2.198,35.588
2.2,35.5709
2.202,35.5503
2.204,35.5297
2.206,35.5092
2.208,35.4886
2.21,35.4681
2.212,35.4475
2.214,35.4269
2.216,35.4064
2.218,35.3858
2.22,35.3652
2.222,35.3447
2.224,35.3241
2.226,35.3035
2.228,35.283
2.23,35.2624
2.232,35.2418
2.234,35.2213
2.236,35.2007
2.238,35.1801
2.24,35.1596
2.242,35.139
2.244,35.1184
2.246,35.0979
2.248,35.0773
2.25,35.0567
2.252,35.0362
2.254,35.0156
2.256,34.995
2.258,34.9745
2.26,34.9539
2.262,34.9333
2.264,34.9128
2.266,34.8922
2.268,34.8716
2.27,34.8511
2.272,34.8305
2.274,34.8099
2.276,34.7894
2.278,34.7688
2.28,34.7482
2.282,34.7277
2.284,34.7071
2.286,34.6865
2.288,34.666
2.29,34.6454
2.292,34.6248
2.294,34.6043
2.296,34.5837
2.298,34.5631
2.3,34.5426
2.302,34.522
2.304,34.5015
2.306,34.4809
2.308,34.4603
2.31,34.4398
2.312,34.4192
2.314,34.3986
2.316,34.3781
2.318,34.3575
2.32,34.3369
2.322,34.3164
2.324,34.2958
2.326,34.2752
2.328,34.2547
2.33,34.2341
2.332,34.2135
2.334,34.193
2.336,34.1724
2.338,34.1518
2.34,34.1313
2.342,34.1107
2.344,34.0901
2.346,34.0696
2.348,34.049
2.35,34.0284
2.352,34.0079
2.354,33.9873
2.356,33.9667
2.358,33.9462
2.36,33.9256
2.362,33.905
2.364,33.8845
2.366,33.8639
2.368,33.8433
2.37,33.8228
2.372,33.8022
2.374,33.7816
2.376,33.7611
2.378,33.7405
2.38,33.7199
2.382,33.6994
2.384,33.6788
2.386,33.6582
2.388,33.6377
2.39,33.6171
2.392,33.5965
2.394,33.576
2.396,33.5554
2.398,33.5349
2.4,33.5143
2.402,33.4905
2.404,33.4667
2.406,33.4428
2.408,33.419
2.41,33.3952
2.412,33.3714
2.414,33.3476
2.416,33.3238
2.418,33.2999
2.42,33.2761
2.422,33.2523
2.424,33.2285
2.426,33.2047
2.428,33.1809
2.43,33.1571
2.432,33.1332
2.434,33.1094
2.436,33.0856
2.438,33.0618
2.44,33.038
2.442,33.0142
2.444,32.9904
2.446,32.9665
2.448,32.9427
2.45,32.9189
2.452,32.8951
2.454,32.8713
2.456,32.8475
2.458,32.8236
2.46,32.7998
2.462,32.776
2.464,32.7522
2.466,32.7284
2.468,32.7046
2.47,32.6808
2.472,32.6569
2.474,32.6331
2.476,32.6093
2.478,32.5855
2.48,32.5617
2.482,32.5379
2.484,32.5141
2.486,32.4902
2.488,32.4664
2.49,32.4426
2.492,32.4188
2.494,32.395
2.496,32.3712
2.498,32.3473
2.5,32.3235
2.502,32.2997
2.504,32.2759
2.506,32.2521
2.508,32.2283
2.51,32.2045
2.512,32.1806
2.514,32.1568
2.516,32.133
2.518,32.1092
2.52,32.0854
2.522,32.0616
2.524,32.0377
2.526,32.0139
2.528,31.9901
2.53,31.9663
2.532,31.9425
2.534,31.9187
2.536,31.8949
2.538,31.871
2.54,31.8472
2.542,31.8234
2.544,31.7996
2.546,31.7758
2.548,31.752
2.55,31.7282
2.552,31.7043
2.554,31.6805
2.556,31.6567
2.558,31.6329
2.56,31.6091
2.562,31.5853
2.564,31.5614
2.566,31.5376
2.568,31.5138
2.57,31.49
2.572,31.4662
2.574,31.4424
2.576,31.4186
2.578,31.3947
2.58,31.3709
2.582,31.3471
2.584,31.3233
2.586,31.2995
2.588,31.2757
2.59,31.2518
2.592,31.228
2.594,31.2042
2.596,31.1804
2.598,31.1566
2.6,31.1328
2.602,31.1059
2.604,31.0791
2.606,31.0523
2.608,31.0255
2.61,30.9986
2.612,30.9718
2.614,30.945
2.616,30.9182
2.618,30.8913
2.62,30.8645
2.622,30.8377
2.624,30.8109
2.626,30.7841
2.628,30.7572
2.63,30.7304
2.632,30.7036
2.634,30.6768
2.636,30.6499
2.638,30.6231
2.64,30.5963
2.642,30.5695
2.644,30.5426
2.646,30.5158
2.648,30.489
2.65,30.4622
2.652,30.4353
2.654,30.4085
2.656,30.3817
2.658,30.3549
2.66,30.328
2.662,30.3012
2.664,30.2744
2.666,30.2476
2.668,30.2207
2.67,30.1939
2.672,30.1671
2.674,30.1403
2.676,30.1134
2.678,30.0866
2.68,30.0598
2.682,30.033
2.684,30.0061
2.686,29.9793
2.688,29.9525
2.69,29.9257
2.692,29.8988
2.694,29.872
2.696,29.8452
2.698,29.8184
2.7,29.7915
2.702,29.7647
2.704,29.7379
2.706,29.7111
2.708,29.6842
2.71,29.6574
2.712,29.6306
2.714,29.6038
2.716,29.5769
2.718,29.5501
2.72,29.5233
2.722,29.4965
2.724,29.4696
2.726,29.4428
2.728,29.416
2.73,29.3892
2.732,29.3623
2.734,29.3355
2.736,29.3087
2.738,29.2819
2.74,29.255
2.742,29.2282
2.744,29.2014
2.746,29.1746
2.748,29.1477
2.75,29.1209
2.752,29.0941
2.754,29.0673
2.756,29.0404
2.758,29.0136
2.76,28.9868
2.762,28.96
2.764,28.9331
2.766,28.9063
2.768,28.8795
2.77,28.8527
2.772,28.8258
2.774,28.799
2.776,28.7722
2.778,28.7454
2.78,28.7185
2.782,28.6917
2.784,28.6649
2.786,28.6381
2.788,28.6112
2.79,28.5844
2.792,28.5576
2.794,28.5308
2.796,28.5039
2.798,28.4771
2.8,28.4503
2.802,28.4208
2.804,28.3912
2.806,28.3617
2.808,28.3321
2.81,28.3026
2.812,28.2731
2.814,28.2435
2.816,28.214
2.818,28.1844
2.82,28.1549
2.822,28.1254
2.824,28.0958
2.826,28.0663
2.828,28.0368
2.83,28.0072
2.832,27.9777
2.834,27.9481
2.836,27.9186
2.838,27.8891
2.84,27.8595
2.842,27.83
2.844,27.8004
2.846,27.7709
2.848,27.7414
2.85,27.7118
2.852,27.6823
2.854,27.6528
2.856,27.6232
2.858,27.5937
2.86,27.5641
2.862,27.5346
2.864,27.5051
2.866,27.4755
2.868,27.446
2.87,27.4164
2.872,27.3869
2.874,27.3574
2.876,27.3278
2.878,27.2983
2.88,27.2688
2.882,27.2392
2.884,27.2097
2.886,27.1801
2.888,27.1506
2.89,27.1211
2.892,27.0915
2.894,27.062
2.896,27.0324
2.898,27.0029
2.9,26.9734
2.902,26.9438
2.904,26.9143
2.906,26.8848
2.908,26.8552
2.91,26.8257
2.912,26.7961
2.914,26.7666
2.916,26.7371
2.918,26.7075
2.92,26.678
2.922,26.6484
2.924,26.6189
2.926,26.5894
2.928,26.5598
2.93,26.5303
2.932,26.5008
2.934,26.4712
2.936,26.4417
2.938,26.4121
2.94,26.3826
2.942,26.3531
2.944,26.3235
2.946,26.294
2.948,26.2644
2.95,26.2349
2.952,26.2054
2.954,26.1758
2.956,26.1463
2.958,26.1167
2.96,26.0872
2.962,26.0577
2.964,26.0281
2.966,25.9986
2.968,25.9691
2.97,25.9395
2.972,25.91
2.974,25.8804
2.976,25.8509
2.978,25.8214
2.98,25.7918
2.982,25.7623
2.984,25.7327
2.986,25.7032
2.988,25.6737
2.99,25.6441
2.992,25.6146
2.994,25.5851
2.996,25.5555
2.998,25.526
3,25.4964
3.002,25.4646
3.004,25.4327
3.006,25.4009
3.008,25.369
3.01,25.3372
3.012,25.3053
3.014,25.2735
3.016,25.2416
3.018,25.2098
3.02,25.1779
3.022,25.1461
3.024,25.1142
3.026,25.0824
3.028,25.0506
3.03,25.0187
3.032,24.9869
3.034,24.955
3.036,24.9232
3.038,24.8913
3.04,24.8595
3.042,24.8276
3.044,24.7958
3.046,24.7639
3.048,24.7321
3.05,24.7002
3.052,24.6684
3.054,24.6365
3.056,24.6047
3.058,24.5728
3.06,24.541
3.062,24.5091
3.064,24.4773
3.066,24.4454
3.068,24.4136
3.07,24.3817
3.072,24.3499
3.074,24.318
3.076,24.2862
3.078,24.2543
3.08,24.2225
3.082,24.1906
3.084,24.1588
3.086,24.1269
3.088,24.0951
3.09,24.0632
3.092,24.0314
3.094,23.9995
3.096,23.9677
3.098,23.9358
3.1,23.904
3.102,23.8721
3.104,23.8403
3.106,23.8084
3.108,23.7766
3.11,23.7447
3.112,23.7129
3.114,23.681
3.116,23.6492
3.118,23.6173
3.12,23.5855
3.122,23.5536
3.124,23.5218
3.126,23.4899
3.128,23.4581
3.13,23.4262
3.132,23.3944
3.134,23.3626
3.136,23.3307
3.138,23.2989
3.14,23.267
