time(s),flow(L/m)
0	0
0.002	0.377212
0.004	0.754425
0.006	1.13164
0.008	1.50885
0.01	1.88606
0.012	2.26327
0.014	2.64049
0.016	3.0177
0.018	3.39491
0.02	3.77212
0.022	4.14934
0.024	4.52655
0.026	4.90376
0.028	5.28097
0.03	5.65819
0.032	6.0354
0.034	6.41261
0.036	6.78982
0.038	7.16704
0.04	7.54425
0.042	7.92146
0.044	8.29867
0.046	8.67589
0.048	9.0531
0.05	9.43031
0.052	9.80752
0.054	10.1847
0.056	10.5619
0.058	10.9392
0.06	11.3164
0.062	11.6936
0.064	12.0708
0.066	12.448
0.068	12.8252
0.07	13.2024
0.072	13.5796
0.074	13.9569
0.076	14.3341
0.078	14.7113
0.08	15.0885
0.082	15.4657
0.084	15.8429
0.086	16.2201
0.088	16.5973
0.09	16.9746
0.092	17.3518
0.094	17.729
0.096	18.1062
0.098	18.4834
0.1	18.8606
0.102	19.2378
0.104	19.615
0.106	19.9923
0.108	20.3695
0.11	20.7467
0.112	21.1239
0.114	21.5011
0.116	21.8783
0.118	22.2555
0.12	22.6327
0.122	23.01
0.124	23.3872
0.126	23.7644
0.128	24.1416
0.13	24.5188
0.132	24.896
0.134	25.2732
0.136	25.6504
0.138	26.0277
0.14	26.4049
0.142	26.7821
0.144	27.1593
0.146	27.5365
0.148	27.9137
0.15	28.2909
0.152	28.6681
0.154	29.0454
0.156	29.4226
0.158	29.7998
0.16	30.177
0.162	30.5542
0.164	30.9314
0.166	31.3086
0.168	31.6858
0.17	32.0631
0.172	32.4403
0.174	32.8175
0.176	33.1947
0.178	33.5719
0.18	33.9491
0.182	34.3263
0.184	34.7035
0.186	35.0808
0.188	35.458
0.19	35.8352
0.192	36.2124
0.194	36.5896
0.196	36.9668
0.198	37.344
0.2	37.7212
0.202	37.8461
0.204	37.971
0.206	38.0958
0.208	38.2207
0.21	38.3456
0.212	38.4704
0.214	38.5953
0.216	38.7202
0.218	38.845
0.22	38.9699
0.222	39.0948
0.224	39.2197
0.226	39.3445
0.228	39.4694
0.23	39.5943
0.232	39.7191
0.234	39.844
0.236	39.9689
0.238	40.0937
0.24	40.2186
0.242	40.3435
0.244	40.4683
0.246	40.5932
0.248	40.7181
0.25	40.8429
0.252	40.9678
0.254	41.0927
0.256	41.2175
0.258	41.3424
0.26	41.4673
0.262	41.5921
0.264	41.717
0.266	41.8419
0.268	41.9667
0.27	42.0916
0.272	42.2165
0.274	42.3413
0.276	42.4662
0.278	42.5911
0.28	42.7159
0.282	42.8408
0.284	42.9657
0.286	43.0905
0.288	43.2154
0.29	43.3403
0.292	43.4651
0.294	43.59
0.296	43.7149
0.298	43.8397
0.3	43.9646
0.302	44.0895
0.304	44.2143
0.306	44.3392
0.308	44.4641
0.31	44.5889
0.312	44.7138
0.314	44.8387
0.316	44.9636
0.318	45.0884
0.32	45.2133
0.322	45.3382
0.324	45.463
0.326	45.5879
0.328	45.7128
0.33	45.8376
0.332	45.9625
0.334	46.0874
0.336	46.2122
0.338	46.3371
0.34	46.462
0.342	46.5868
0.344	46.7117
0.346	46.8366
0.348	46.9614
0.35	47.0863
0.352	47.2112
0.354	47.336
0.356	47.4609
0.358	47.5858
0.36	47.7106
0.362	47.8355
0.364	47.9604
0.366	48.0852
0.368	48.2101
0.37	48.335
0.372	48.4598
0.374	48.5847
0.376	48.7096
0.378	48.8344
0.38	48.9593
0.382	49.0842
0.384	49.209
0.386	49.3339
0.388	49.4588
0.39	49.5836
0.392	49.7085
0.394	49.8334
0.396	49.9582
0.398	50.0831
0.4	50.208
0.402	50.2688
0.404	50.3296
0.406	50.3905
0.408	50.4513
0.41	50.5121
0.412	50.5729
0.414	50.6337
0.416	50.6946
0.418	50.7554
0.42	50.8162
0.422	50.877
0.424	50.9379
0.426	50.9987
0.428	51.0595
0.43	51.1203
0.432	51.1812
0.434	51.242
0.436	51.3028
0.438	51.3636
0.44	51.4245
0.442	51.4853
0.444	51.5461
0.446	51.6069
0.448	51.6677
0.45	51.7286
0.452	51.7894
0.454	51.8502
0.456	51.911
0.458	51.9719
0.46	52.0327
0.462	52.0935
0.464	52.1543
0.466	52.2152
0.468	52.276
0.47	52.3368
0.472	52.3976
0.474	52.4585
0.476	52.5193
0.478	52.5801
0.48	52.6409
0.482	52.7017
0.484	52.7626
0.486	52.8234
0.488	52.8842
0.49	52.945
0.492	53.0059
0.494	53.0667
0.496	53.1275
0.498	53.1883
0.5	53.2492
0.502	53.31
0.504	53.3708
0.506	53.4316
0.508	53.4925
0.51	53.5533
0.512	53.6141
0.514	53.6749
0.516	53.7357
0.518	53.7966
0.52	53.8574
0.522	53.9182
0.524	53.979
0.526	54.0399
0.528	54.1007
0.53	54.1615
0.532	54.2223
0.534	54.2832
0.536	54.344
0.538	54.4048
0.54	54.4656
0.542	54.5264
0.544	54.5873
0.546	54.6481
0.548	54.7089
0.55	54.7697
0.552	54.8306
0.554	54.8914
0.556	54.9522
0.558	55.013
0.56	55.0739
0.562	55.1347
0.564	55.1955
0.566	55.2563
0.568	55.3172
0.57	55.378
0.572	55.4388
0.574	55.4996
0.576	55.5604
0.578	55.6213
0.58	55.6821
0.582	55.7429
0.584	55.8037
0.586	55.8646
0.588	55.9254
0.59	55.9862
0.592	56.047
0.594	56.1079
0.596	56.1687
0.598	56.2295
0.6	56.2903
0.602	56.3189
0.604	56.3475
0.606	56.3761
0.608	56.4047
0.61	56.4332
0.612	56.4618
0.614	56.4904
0.616	56.519
0.618	56.5476
0.62	56.5762
0.622	56.6047
0.624	56.6333
0.626	56.6619
0.628	56.6905
0.63	56.7191
0.632	56.7477
0.634	56.7762
0.636	56.8048
0.638	56.8334
0.64	56.862
0.642	56.8906
0.644	56.9192
0.646	56.9477
0.648	56.9763
0.65	57.0049
0.652	57.0335
0.654	57.0621
0.656	57.0907
0.658	57.1192
0.66	57.1478
0.662	57.1764
0.664	57.205
0.666	57.2336
0.668	57.2622
0.67	57.2907
0.672	57.3193
0.674	57.3479
0.676	57.3765
0.678	57.4051
0.68	57.4337
0.682	57.4622
0.684	57.4908
0.686	57.5194
0.688	57.548
0.69	57.5766
0.692	57.6052
0.694	57.6337
0.696	57.6623
0.698	57.6909
0.7	57.7195
0.702	57.7481
0.704	57.7767
0.706	57.8052
0.708	57.8338
0.71	57.8624
0.712	57.891
0.714	57.9196
0.716	57.9482
0.718	57.9767
0.72	58.0053
0.722	58.0339
0.724	58.0625
0.726	58.0911
0.728	58.1197
0.73	58.1482
0.732	58.1768
0.734	58.2054
0.736	58.234
0.738	58.2626
0.74	58.2912
0.742	58.3197
0.744	58.3483
0.746	58.3769
0.748	58.4055
0.75	58.4341
0.752	58.4627
0.754	58.4913
0.756	58.5198
0.758	58.5484
0.76	58.577
0.762	58.6056
0.764	58.6342
0.766	58.6628
0.768	58.6913
0.77	58.7199
0.772	58.7485
0.774	58.7771
0.776	58.8057
0.778	58.8343
0.78	58.8628
0.782	58.8914
0.784	58.92
0.786	58.9486
0.788	58.9772
0.79	59.0058
0.792	59.0343
0.794	59.0629
0.796	59.0915
0.798	59.1201
0.8	59.1487
0.802	59.1572
0.804	59.1657
0.806	59.1742
0.808	59.1827
0.81	59.1912
0.812	59.1997
0.814	59.2083
0.816	59.2168
0.818	59.2253
0.82	59.2338
0.822	59.2423
0.824	59.2508
0.826	59.2593
0.828	59.2679
0.83	59.2764
0.832	59.2849
0.834	59.2934
0.836	59.3019
0.838	59.3104
0.84	59.3189
0.842	59.3274
0.844	59.336
0.846	59.3445
0.848	59.353
0.85	59.3615
0.852	59.37
0.854	59.3785
0.856	59.387
0.858	59.3956
0.86	59.4041
0.862	59.4126
0.864	59.4211
0.866	59.4296
0.868	59.4381
0.87	59.4466
0.872	59.4551
0.874	59.4637
0.876	59.4722
0.878	59.4807
0.88	59.4892
0.882	59.4977
0.884	59.5062
0.886	59.5147
0.888	59.5233
0.89	59.5318
0.892	59.5403
0.894	59.5488
0.896	59.5573
0.898	59.5658
0.9	59.5743
0.902	59.5828
0.904	59.5914
0.906	59.5999
0.908	59.6084
0.91	59.6169
0.912	59.6254
0.914	59.6339
0.916	59.6424
0.918	59.651
0.92	59.6595
0.922	59.668
0.924	59.6765
0.926	59.685
0.928	59.6935
0.93	59.702
0.932	59.7105
0.934	59.7191
0.936	59.7276
0.938	59.7361
0.94	59.7446
0.942	59.7531
0.944	59.7616
0.946	59.7701
0.948	59.7787
0.95	59.7872
0.952	59.7957
0.954	59.8042
0.956	59.8127
0.958	59.8212
0.96	59.8297
0.962	59.8382
0.964	59.8468
0.966	59.8553
0.968	59.8638
0.97	59.8723
0.972	59.8808
0.974	59.8893
0.976	59.8978
0.978	59.9064
0.98	59.9149
0.982	59.9234
0.984	59.9319
0.986	59.9404
0.988	59.9489
0.99	59.9574
0.992	59.9659
0.994	59.9745
0.996	59.983
0.998	59.9915
1	60
1.002	59.9943
1.004	59.9887
1.006	59.983
1.008	59.9774
1.01	59.9717
1.012	59.9661
1.014	59.9604
1.016	59.9548
1.018	59.9491
1.02	59.9435
1.022	59.9378
1.024	59.9322
1.026	59.9265
1.028	59.9208
1.03	59.9152
1.032	59.9095
1.034	59.9039
1.036	59.8982
1.038	59.8926
1.04	59.8869
1.042	59.8813
1.044	59.8756
1.046	59.87
1.048	59.8643
1.05	59.8587
1.052	59.853
1.054	59.8474
1.056	59.8417
1.058	59.836
1.06	59.8304
1.062	59.8247
1.064	59.8191
1.066	59.8134
1.068	59.8078
1.07	59.8021
1.072	59.7965
1.074	59.7908
1.076	59.7852
1.078	59.7795
1.08	59.7739
1.082	59.7682
1.084	59.7625
1.086	59.7569
1.088	59.7512
1.09	59.7456
1.092	59.7399
1.094	59.7343
1.096	59.7286
1.098	59.723
1.1	59.7173
1.102	59.7117
1.104	59.706
1.106	59.7004
1.108	59.6947
1.11	59.6891
1.112	59.6834
1.114	59.6777
1.116	59.6721
1.118	59.6664
1.12	59.6608
1.122	59.6551
1.124	59.6495
1.126	59.6438
1.128	59.6382
1.13	59.6325
1.132	59.6269
1.134	59.6212
1.136	59.6156
1.138	59.6099
1.14	59.6042
1.142	59.5986
1.144	59.5929
1.146	59.5873
1.148	59.5816
1.15	59.576
1.152	59.5703
1.154	59.5647
1.156	59.559
1.158	59.5534
1.16	59.5477
1.162	59.5421
1.164	59.5364
1.166	59.5308
1.168	59.5251
1.17	59.5194
1.172	59.5138
1.174	59.5081
1.176	59.5025
1.178	59.4968
1.18	59.4912
1.182	59.4855
1.184	59.4799
1.186	59.4742
1.188	59.4686
1.19	59.4629
1.192	59.4573
1.194	59.4516
1.196	59.4459
1.198	59.4403
1.2	59.4346
1.202	59.4181
1.204	59.4016
1.206	59.385
1.208	59.3685
1.21	59.352
1.212	59.3354
1.214	59.3189
1.216	59.3024
1.218	59.2858
1.22	59.2693
1.222	59.2528
1.224	59.2362
1.226	59.2197
1.228	59.2032
1.23	59.1866
1.232	59.1701
1.234	59.1536
1.236	59.137
1.238	59.1205
1.24	59.104
1.242	59.0874
1.244	59.0709
1.246	59.0544
1.248	59.0378
1.25	59.0213
1.252	59.0048
1.254	58.9882
1.256	58.9717
1.258	58.9552
1.26	58.9386
1.262	58.9221
1.264	58.9056
1.266	58.889
1.268	58.8725
1.27	58.856
1.272	58.8394
1.274	58.8229
1.276	58.8064
1.278	58.7898
1.28	58.7733
