time(s),flow(L/m)
3.14,4.67806
3.142,4.64506
3.144,4.61205
3.146,4.57904
3.148,4.54603
3.15,4.51303
3.152,4.48002
3.154,4.44701
3.156,4.41401
3.158,4.381
3.16,4.34799
3.162,4.31498
3.164,4.28198
3.166,4.24897
3.168,4.21596
3.17,4.18296
3.172,4.14995
3.174,4.11694
3.176,4.08394
3.178,4.05093
3.18,4.01792
3.182,3.98491
3.184,3.95191
3.186,3.9189
3.188,3.88589
3.19,3.85289
3.192,3.81988
3.194,3.78687
3.196,3.75386
3.198,3.72086
3.2,3.68785
3.202,3.66657
3.204,3.6453
3.206,3.62402
3.208,3.60274
3.21,3.58146
3.212,3.56018
3.214,3.53891
3.216,3.51763
3.218,3.49635
3.22,3.47507
3.222,3.4538
3.224,3.43252
3.226,3.41124
3.228,3.38996
3.23,3.36869
3.232,3.34741
3.234,3.32613
3.236,3.30485
3.238,3.28358
3.24,3.2623
3.242,3.24102
3.244,3.21974
3.246,3.19847
3.248,3.17719
3.25,3.15591
3.252,3.13463
3.254,3.11336
3.256,3.09208
3.258,3.0708
3.26,3.04952
3.262,3.02825
3.264,3.00697
3.266,2.98569
3.268,2.96441
3.27,2.94314
3.272,2.92186
3.274,2.90058
3.276,2.8793
3.278,2.85803
3.28,2.83675
3.282,2.81547
3.284,2.79419
3.286,2.77292
3.288,2.75164
3.29,2.73036
3.292,2.70908
3.294,2.68781
3.296,2.66653
3.298,2.64525
3.3,2.62397
3.302,2.6027
3.304,2.58142
3.306,2.56014
3.308,2.53886
3.31,2.51758
3.312,2.49631
3.314,2.47503
3.316,2.45375
3.318,2.43247
3.32,2.4112
3.322,2.38992
3.324,2.36864
3.326,2.34736
3.328,2.32609
3.33,2.30481
3.332,2.28353
3.334,2.26225
3.336,2.24098
3.338,2.2197
3.34,2.19842
3.342,2.17714
3.344,2.15587
3.346,2.13459
3.348,2.11331
3.35,2.09203
3.352,2.07076
3.354,2.04948
3.356,2.0282
3.358,2.00692
3.36,1.98565
3.362,1.96437
3.364,1.94309
3.366,1.92181
3.368,1.90054
3.37,1.87926
3.372,1.85798
3.374,1.8367
3.376,1.81543
3.378,1.79415
3.38,1.77287
3.382,1.75159
3.384,1.73032
3.386,1.70904
3.388,1.68776
3.39,1.66648
3.392,1.64521
3.394,1.62393
3.396,1.60265
3.398,1.58137
3.4,1.56009
3.402,1.54896
3.404,1.53783
3.406,1.52669
3.408,1.51556
3.41,1.50442
3.412,1.49329
3.414,1.48215
3.416,1.47102
3.418,1.45988
3.42,1.44875
3.422,1.43761
3.424,1.42648
3.426,1.41534
3.428,1.40421
3.43,1.39307
3.432,1.38194
3.434,1.37081
3.436,1.35967
3.438,1.34854
3.44,1.3374
3.442,1.32627
3.444,1.31513
3.446,1.304
3.448,1.29286
3.45,1.28173
3.452,1.27059
3.454,1.25946
3.456,1.24832
3.458,1.23719
3.46,1.22605
3.462,1.21492
3.464,1.20378
3.466,1.19265
3.468,1.18152
3.47,1.17038
3.472,1.15925
3.474,1.14811
3.476,1.13698
3.478,1.12584
3.48,1.11471
3.482,1.10357
3.484,1.09244
3.486,1.0813
3.488,1.07017
3.49,1.05903
3.492,1.0479
3.494,1.03676
3.496,1.02563
3.498,1.01449
3.5,1.00336
3.502,0.992225
3.504,0.981091
3.506,0.969956
3.508,0.958821
3.51,0.947687
3.512,0.936552
3.514,0.925417
3.516,0.914283
3.518,0.903148
3.52,0.892013
3.522,0.880879
3.524,0.869744
3.526,0.858609
3.528,0.847474
3.53,0.83634
3.532,0.825205
3.534,0.81407
3.536,0.802936
3.538,0.791801
3.54,0.780666
3.542,0.769532
3.544,0.758397
3.546,0.747262
3.548,0.736128
3.55,0.724993
3.552,0.713858
3.554,0.702723
3.556,0.691589
3.558,0.680454
3.56,0.669319
3.562,0.658185
3.564,0.64705
3.566,0.635915
3.568,0.624781
3.57,0.613646
3.572,0.602511
3.574,0.591376
3.576,0.580242
3.578,0.569107
3.58,0.557972
3.582,0.546838
3.584,0.535703
3.586,0.524568
3.588,0.513434
3.59,0.502299
3.592,0.491164
3.594,0.48003
3.596,0.468895
3.598,0.45776
3.6,0.446625
3.602,0.442661
3.604,0.438697
3.606,0.434733
3.608,0.430769
3.61,0.426805
3.612,0.422841
3.614,0.418877
3.616,0.414912
3.618,0.410948
3.62,0.406984
3.622,0.40302
3.624,0.399056
3.626,0.395092
3.628,0.391128
3.63,0.387163
3.632,0.383199
3.634,0.379235
3.636,0.375271
3.638,0.371307
3.64,0.367343
3.642,0.363379
3.644,0.359415
3.646,0.35545
3.648,0.351486
3.65,0.347522
3.652,0.343558
3.654,0.339594
3.656,0.33563
3.658,0.331666
3.66,0.327702
3.662,0.323737
3.664,0.319773
3.666,0.315809
3.668,0.311845
3.67,0.307881
3.672,0.303917
3.674,0.299953
3.676,0.295988
3.678,0.292024
3.68,0.28806
3.682,0.284096
3.684,0.280132
3.686,0.276168
3.688,0.272204
3.69,0.26824
3.692,0.264275
3.694,0.260311
3.696,0.256347
3.698,0.252383
3.7,0.248419
3.702,0.244455
3.704,0.240491
3.706,0.236527
3.708,0.232562
3.71,0.228598
3.712,0.224634
3.714,0.22067
3.716,0.216706
3.718,0.212742
3.72,0.208778
3.722,0.204813
3.724,0.200849
3.726,0.196885
3.728,0.192921
3.73,0.188957
3.732,0.184993
3.734,0.181029
3.736,0.177065
3.738,0.1731
3.74,0.169136
3.742,0.165172
3.744,0.161208
3.746,0.157244
3.748,0.15328
3.75,0.149316
3.752,0.145352
3.754,0.141387
3.756,0.137423
3.758,0.133459
3.76,0.129495
3.762,0.125531
3.764,0.121567
3.766,0.117603
3.768,0.113638
3.77,0.109674
3.772,0.10571
3.774,0.101746
3.776,0.0977819
3.778,0.0938178
3.78,0.0898537
3.782,0.0858896
3.784,0.0819254
3.786,0.0779613
3.788,0.0739972
3.79,0.070033
3.792,0.0660689
3.794,0.0621048
3.796,0.0581406
3.798,0.0541765
3.8,0.0502124
3.802,0.0502124
3.804,0.0502124
3.806,0.0502124
3.808,0.0502124
3.81,0.0502124
3.812,0.0502124
3.814,0.0502124
3.816,0.0502124
3.818,0.0502124
3.82,0.0502124
3.822,0.0502124
3.824,0.0502124
3.826,0.0502124
3.828,0.0502124
3.83,0.0502124
3.832,0.0502124
3.834,0.0502124
3.836,0.0502124
3.838,0.0502124
3.84,0.0502124
3.842,0.0502124
3.844,0.0502124
3.846,0.0502124
3.848,0.0502124
3.85,0.0502124
3.852,0.0502124
3.854,0.0502124
3.856,0.0502124
3.858,0.0502124
3.86,0.0502124
3.862,0.0502124
3.864,0.0502124
3.866,0.0502124
3.868,0.0502124
3.87,0.0502124
3.872,0.0502124
3.874,0.0502124
3.876,0.0502124
3.878,0.0502124
3.88,0.0502124
3.882,0.0502124
3.884,0.0502124
3.886,0.0502124
3.888,0.0502124
3.89,0.0502124
3.892,0.0502124
3.894,0.0502124
3.896,0.0502124
3.898,0.0502124
3.9,0.0502124
3.902,0.0502124
3.904,0.0502124
3.906,0.0502124
3.908,0.0502124
3.91,0.0502124
3.912,0.0502124
3.914,0.0502124
3.916,0.0502124
3.918,0.0502124
3.92,0.0502124
3.922,0.0502124
3.924,0.0502124
3.926,0.0502124
3.928,0.0502124
3.93,0.0502124
3.932,0.0502124
3.934,0.0502124
3.936,0.0502124
3.938,0.0502124
3.94,0.0502124
3.942,0.0502124
3.944,0.0502124
3.946,0.0502124
3.948,0.0502124
3.95,0.0502124
3.952,0.0502124
3.954,0.0502124
3.956,0.0502124
3.958,0.0502124
3.96,0.0502124
3.962,0.0502124
3.964,0.0502124
3.966,0.0502124
3.968,0.0502124
3.97,0.0502124
3.972,0.0502124
3.974,0.0502124
3.976,0.0502124
3.978,0.0502124
3.98,0.0502124
3.982,0.0502124
3.984,0.0502124
3.986,0.0502124
3.988,0.0502124
3.99,0.0502124
3.992,0.0502124
3.994,0.0502124
3.996,0.0502124
3.998,0.0502124
