time(s),flow(L/m)
0.808,59.9595
0.81,59.9494
0.812,59.9393
0.814,59.9292
0.816,59.919
0.818,59.9089
0.82,59.8988
0.822,59.8887
0.824,59.8786
0.826,59.8684
0.828,59.8583
0.83,59.8482
0.832,59.8381
0.834,59.828
0.836,59.8178
0.838,59.8077
0.84,59.7976
0.842,59.7875
0.844,59.7774
0.846,59.7672
0.848,59.7571
0.85,59.747
0.852,59.7369
0.854,59.7268
0.856,59.7166
0.858,59.7065
0.86,59.6964
0.862,59.6863
0.864,59.6762
0.866,59.666
0.868,59.6559
0.87,59.6458
0.872,59.6357
0.874,59.6256
0.876,59.6154
0.878,59.6053
0.88,59.5952
0.882,59.5851
0.884,59.575
0.886,59.5648
0.888,59.5547
0.89,59.5446
0.892,59.5345
0.894,59.5244
0.896,59.5142
0.898,59.5041
0.9,59.494
0.902,59.4839
0.904,59.4738
0.906,59.4636
0.908,59.4535
0.91,59.4434
0.912,59.4333
0.914,59.4232
0.916,59.413
0.918,59.4029
0.92,59.3928
0.922,59.3827
0.924,59.3726
0.926,59.3625
0.928,59.3523
0.93,59.3422
0.932,59.3321
0.934,59.322
0.936,59.3119
0.938,59.3017
0.94,59.2916
0.942,59.2815
0.944,59.2714
0.946,59.2613
0.948,59.2511
0.95,59.241
0.952,59.2309
0.954,59.2208
0.956,59.2107
0.958,59.2005
0.96,59.1904
0.962,59.1803
0.964,59.1702
0.966,59.1601
0.968,59.1499
0.97,59.1398
0.972,59.1297
0.974,59.1196
0.976,59.1095
0.978,59.0993
0.98,59.0892
0.982,59.0791
0.984,59.069
0.986,59.0589
0.988,59.0487
0.99,59.0386
0.992,59.0285
0.994,59.0184
0.996,59.0083
0.998,58.9981
1,58.988
1.002,58.962
1.004,58.936
1.006,58.9099
1.008,58.8839
1.01,58.8579
1.012,58.8319
1.014,58.8058
1.016,58.7798
1.018,58.7538
1.02,58.7277
1.022,58.7017
1.024,58.6757
1.026,58.6497
1.028,58.6236
1.03,58.5976
1.032,58.5716
1.034,58.5456
1.036,58.5195
1.038,58.4935
1.04,58.4675
1.042,58.4414
1.044,58.4154
1.046,58.3894
1.048,58.3634
1.05,58.3373
1.052,58.3113
1.054,58.2853
1.056,58.2593
1.058,58.2332
1.06,58.2072
1.062,58.1812
1.064,58.1551
1.066,58.1291
1.068,58.1031
1.07,58.0771
1.072,58.051
1.074,58.025
1.076,57.999
1.078,57.973
1.08,57.9469
1.082,57.9209
1.084,57.8949
1.086,57.8688
1.088,57.8428
1.09,57.8168
1.092,57.7908
1.094,57.7647
1.096,57.7387
1.098,57.7127
1.1,57.6867
1.102,57.6606
1.104,57.6346
1.106,57.6086
1.108,57.5825
1.11,57.5565
1.112,57.5305
1.114,57.5045
1.116,57.4784
1.118,57.4524
1.12,57.4264
1.122,57.4004
1.124,57.3743
1.126,57.3483
1.128,57.3223
1.13,57.2962
1.132,57.2702
1.134,57.2442
1.136,57.2182
1.138,57.1921
1.14,57.1661
1.142,57.1401
1.144,57.1141
1.146,57.088
1.148,57.062
1.15,57.036
1.152,57.0099
1.154,56.9839
1.156,56.9579
1.158,56.9319
1.16,56.9058
1.162,56.8798
1.164,56.8538
1.166,56.8277
1.168,56.8017
1.17,56.7757
1.172,56.7497
1.174,56.7236
1.176,56.6976
1.178,56.6716
1.18,56.6456
1.182,56.6195
1.184,56.5935
1.186,56.5675
1.188,56.5414
1.19,56.5154
1.192,56.4894
1.194,56.4634
1.196,56.4373
1.198,56.4113
1.2,56.3853
1.202,56.3469
1.204,56.3086
1.206,56.2702
1.208,56.2318
1.21,56.1935
1.212,56.1551
1.214,56.1167
1.216,56.0784
1.218,56.04
1.22,56.0017
1.222,55.9633
1.224,55.9249
1.226,55.8866
1.228,55.8482
1.23,55.8098
1.232,55.7715
1.234,55.7331
1.236,55.6948
1.238,55.6564
1.24,55.618
1.242,55.5797
1.244,55.5413
1.246,55.5029
1.248,55.4646
1.25,55.4262
1.252,55.3879
1.254,55.3495
1.256,55.3111
1.258,55.2728
1.26,55.2344
1.262,55.196
1.264,55.1577
1.266,55.1193
1.268,55.081
1.27,55.0426
1.272,55.0042
1.274,54.9659
1.276,54.9275
1.278,54.8891
1.28,54.8508
1.282,54.8124
1.284,54.7741
1.286,54.7357
1.288,54.6973
1.29,54.659
1.292,54.6206
1.294,54.5822
1.296,54.5439
1.298,54.5055
1.3,54.4672
1.302,54.4288
1.304,54.3904
1.306,54.3521
1.308,54.3137
1.31,54.2753
1.312,54.237
1.314,54.1986
1.316,54.1603
1.318,54.1219
1.32,54.0835
1.322,54.0452
1.324,54.0068
1.326,53.9684
1.328,53.9301
1.33,53.8917
1.332,53.8534
1.334,53.815
1.336,53.7766
1.338,53.7383
1.34,53.6999
1.342,53.6615
1.344,53.6232
1.346,53.5848
1.348,53.5465
1.35,53.5081
1.352,53.4697
1.354,53.4314
1.356,53.393
1.358,53.3546
1.36,53.3163
1.362,53.2779
1.364,53.2396
1.366,53.2012
1.368,53.1628
1.37,53.1245
1.372,53.0861
1.374,53.0477
1.376,53.0094
1.378,52.971
1.38,52.9327
1.382,52.8943
1.384,52.8559
1.386,52.8176
1.388,52.7792
1.39,52.7408
1.392,52.7025
1.394,52.6641
1.396,52.6258
1.398,52.5874
1.4,52.549
1.402,52.5008
1.404,52.4525
1.406,52.4043
1.408,52.3561
1.41,52.3078
1.412,52.2596
1.414,52.2113
1.416,52.1631
1.418,52.1148
1.42,52.0666
1.422,52.0183
1.424,51.9701
1.426,51.9219
1.428,51.8736
1.43,51.8254
1.432,51.7771
1.434,51.7289
1.436,51.6806
1.438,51.6324
1.44,51.5841
1.442,51.5359
1.444,51.4877
1.446,51.4394
1.448,51.3912
1.45,51.3429
1.452,51.2947
1.454,51.2464
1.456,51.1982
1.458,51.15
1.46,51.1017
1.462,51.0535
1.464,51.0052
1.466,50.957
1.468,50.9087
1.47,50.8605
1.472,50.8122
1.474,50.764
1.476,50.7158
1.478,50.6675
1.48,50.6193
1.482,50.571
1.484,50.5228
1.486,50.4745
1.488,50.4263
1.49,50.378
1.492,50.3298
1.494,50.2816
1.496,50.2333
1.498,50.1851
1.5,50.1368
1.502,50.0886
1.504,50.0403
1.506,49.9921
1.508,49.9438
1.51,49.8956
1.512,49.8474
1.514,49.7991
1.516,49.7509
1.518,49.7026
1.52,49.6544
1.522,49.6061
1.524,49.5579
1.526,49.5096
1.528,49.4614
1.53,49.4132
1.532,49.3649
1.534,49.3167
1.536,49.2684
1.538,49.2202
1.54,49.1719
1.542,49.1237
1.544,49.0755
1.546,49.0272
1.548,48.979
1.55,48.9307
1.552,48.8825
1.554,48.8342
1.556,48.786
1.558,48.7377
1.56,48.6895
1.562,48.6413
1.564,48.593
1.566,48.5448
1.568,48.4965
1.57,48.4483
1.572,48.4
1.574,48.3518
1.576,48.3035
1.578,48.2553
1.58,48.2071
1.582,48.1588
1.584,48.1106
1.586,48.0623
1.588,48.0141
1.59,47.9658
1.592,47.9176
1.594,47.8693
1.596,47.8211
1.598,47.7729
1.6,47.7246
1.602,47.6686
1.604,47.6126
1.606,47.5565
1.608,47.5005
1.61,47.4445
1.612,47.3884
1.614,47.3324
1.616,47.2764
1.618,47.2203
1.62,47.1643
1.622,47.1083
1.624,47.0523
1.626,46.9962
1.628,46.9402
1.63,46.8842
1.632,46.8281
1.634,46.7721
1.636,46.7161
1.638,46.66
1.64,46.604
1.642,46.548
1.644,46.492
1.646,46.4359
1.648,46.3799
1.65,46.3239
1.652,46.2678
1.654,46.2118
1.656,46.1558
1.658,46.0998
1.66,46.0437
1.662,45.9877
1.664,45.9317
1.666,45.8756
1.668,45.8196
1.67,45.7636
1.672,45.7075
1.674,45.6515
1.676,45.5955
1.678,45.5395
1.68,45.4834
1.682,45.4274
1.684,45.3714
1.686,45.3153
1.688,45.2593
1.69,45.2033
1.692,45.1473
1.694,45.0912
1.696,45.0352
1.698,44.9792
1.7,44.9231
1.702,44.8671
1.704,44.8111
1.706,44.755
1.708,44.699
1.71,44.643
1.712,44.587
1.714,44.5309
1.716,44.4749
1.718,44.4189
1.72,44.3628
1.722,44.3068
1.724,44.2508
1.726,44.1947
1.728,44.1387
1.73,44.0827
1.732,44.0267
1.734,43.9706
1.736,43.9146
1.738,43.8586
1.74,43.8025
1.742,43.7465
1.744,43.6905
1.746,43.6345
1.748,43.5784
1.75,43.5224
1.752,43.4664
1.754,43.4103
1.756,43.3543
1.758,43.2983
1.76,43.2422
1.762,43.1862
1.764,43.1302
1.766,43.0742
1.768,43.0181
1.77,42.9621
1.772,42.9061
1.774,42.85
1.776,42.794
1.778,42.738
1.78,42.6819
1.782,42.6259
1.784,42.5699
1.786,42.5139
1.788,42.4578
1.79,42.4018
1.792,42.3458
1.794,42.2897
1.796,42.2337
1.798,42.1777
1.8,42.1217
1.802,42.06
1.804,41.9984
1.806,41.9368
1.808,41.8751
1.81,41.8135
1.812,41.7519
1.814,41.6902
1.816,41.6286
1.818,41.567
1.82,41.5053
1.822,41.4437
1.824,41.3821
1.826,41.3205
1.828,41.2588
1.83,41.1972
1.832,41.1356
1.834,41.0739
1.836,41.0123
1.838,40.9507
1.84,40.889
1.842,40.8274
1.844,40.7658
1.846,40.7042
1.848,40.6425
1.85,40.5809
1.852,40.5193
1.854,40.4576
1.856,40.396
1.858,40.3344
1.86,40.2727
1.862,40.2111
1.864,40.1495
1.866,40.0879
1.868,40.0262
1.87,39.9646
1.872,39.903
1.874,39.8413
1.876,39.7797
1.878,39.7181
1.88,39.6564
1.882,39.5948
1.884,39.5332
1.886,39.4715
1.888,39.4099
1.89,39.3483
1.892,39.2867
1.894,39.225
1.896,39.1634
1.898,39.1018
1.9,39.0401
1.902,38.9785
1.904,38.9169
1.906,38.8552
1.908,38.7936
1.91,38.732
1.912,38.6704
1.914,38.6087
1.916,38.5471
1.918,38.4855
1.92,38.4238
1.922,38.3622
1.924,38.3006
1.926,38.2389
1.928,38.1773
1.93,38.1157
1.932,38.0541
1.934,37.9924
1.936,37.9308
1.938,37.8692
1.94,37.8075
1.942,37.7459
1.944,37.6843
1.946,37.6226
1.948,37.561
1.95,37.4994
1.952,37.4378
1.954,37.3761
1.956,37.3145
1.958,37.2529
1.96,37.1912
1.962,37.1296
1.964,37.068
1.966,37.0063
1.968,36.9447
1.97,36.8831
1.972,36.8214
1.974,36.7598
1.976,36.6982
1.978,36.6366
1.98,36.5749
1.982,36.5133
1.984,36.4517
1.986,36.39
1.988,36.3284
1.99,36.2668
1.992,36.2051
1.994,36.1435
1.996,36.0819
1.998,36.0203
2,35.9586
2.002,35.8939
2.004,35.8293
2.006,35.7646
2.008,35.6999
2.01,35.6352
2.012,35.5705
2.014,35.5059
2.016,35.4412
2.018,35.3765
2.02,35.3118
2.022,35.2471
2.024,35.1824
2.026,35.1178
2.028,35.0531
2.03,34.9884
2.032,34.9237
2.034,34.859
2.036,34.7944
2.038,34.7297
2.04,34.665
2.042,34.6003
2.044,34.5356
2.046,34.471
2.048,34.4063
2.05,34.3416
2.052,34.2769
2.054,34.2122
2.056,34.1475
2.058,34.0829
2.06,34.0182
2.062,33.9535
2.064,33.8888
2.066,33.8241
2.068,33.7595
2.07,33.6948
2.072,33.6301
2.074,33.5654
2.076,33.5007
2.078,33.436
2.08,33.3714
2.082,33.3067
2.084,33.242
2.086,33.1773
2.088,33.1126
2.09,33.048
2.092,32.9833
2.094,32.9186
2.096,32.8539
2.098,32.7892
2.1,32.7246
2.102,32.6599
2.104,32.5952
2.106,32.5305
2.108,32.4658
2.11,32.4011
2.112,32.3365
2.114,32.2718
2.116,32.2071
2.118,32.1424
2.12,32.0777
2.122,32.0131
2.124,31.9484
2.126,31.8837
2.128,31.819
2.13,31.7543
2.132,31.6896
2.134,31.625
2.136,31.5603
2.138,31.4956
2.14,31.4309
2.142,31.3662
2.144,31.3016
2.146,31.2369
2.148,31.1722
2.15,31.1075
2.152,31.0428
2.154,30.9782
2.156,30.9135
2.158,30.8488
2.16,30.7841
2.162,30.7194
2.164,30.6547
2.166,30.5901
2.168,30.5254
2.17,30.4607
2.172,30.396
2.174,30.3313
2.176,30.2667
2.178,30.202
2.18,30.1373
2.182,30.0726
2.184,30.0079
2.186,29.9433
2.188,29.8786
2.19,29.8139
2.192,29.7492
2.194,29.6845
2.196,29.6198
2.198,29.5552
2.2,29.4905
2.202,29.4258
2.204,29.3611
2.206,29.2964
2.208,29.2317
2.21,29.167
2.212,29.1023
2.214,29.0376
2.216,28.9729
2.218,28.9082
2.22,28.8435
2.222,28.7788
2.224,28.7141
2.226,28.6494
2.228,28.5847
2.23,28.52
2.232,28.4553
2.234,28.3906
2.236,28.3259
2.238,28.2612
2.24,28.1965
2.242,28.1318
2.244,28.0671
2.246,28.0024
2.248,27.9377
2.25,27.873
2.252,27.8083
2.254,27.7436
2.256,27.6789
2.258,27.6142
2.26,27.5495
2.262,27.4848
2.264,27.4201
2.266,27.3554
2.268,27.2907
2.27,27.226
2.272,27.1613
2.274,27.0966
2.276,27.0318
2.278,26.9671
2.28,26.9024
2.282,26.8377
2.284,26.773
2.286,26.7083
2.288,26.6436
2.29,26.5789
2.292,26.5142
2.294,26.4495
2.296,26.3848
2.298,26.3201
2.3,26.2554
2.302,26.1907
2.304,26.126
2.306,26.0613
2.308,25.9966
2.31,25.9319
2.312,25.8672
2.314,25.8025
2.316,25.7378
2.318,25.6731
2.32,25.6084
2.322,25.5437
2.324,25.479
2.326,25.4143
2.328,25.3496
2.33,25.2849
2.332,25.2202
2.334,25.1555
2.336,25.0908
2.338,25.0261
2.34,24.9614
2.342,24.8967
2.344,24.832
2.346,24.7673
2.348,24.7026
2.35,24.6379
2.352,24.5732
2.354,24.5085
2.356,24.4438
2.358,24.3791
2.36,24.3144
2.362,24.2497
2.364,24.185
2.366,24.1203
2.368,24.0556
2.37,23.9909
2.372,23.9262
2.374,23.8615
2.376,23.7968
2.378,23.7321
2.38,23.6674
2.382,23.6027
2.384,23.538
2.386,23.4733
2.388,23.4086
2.39,23.3439
2.392,23.2792
2.394,23.2145
2.396,23.1498
2.398,23.0851
2.4,23.0204
2.402,22.9591
2.404,22.8978
2.406,22.8365
2.408,22.7752
2.41,22.7139
2.412,22.6526
2.414,22.5913
2.416,22.53
2.418,22.4687
2.42,22.4074
2.422,22.3461
2.424,22.2848
2.426,22.2235
2.428,22.1623
2.43,22.101
2.432,22.0397
2.434,21.9784
2.436,21.9171
2.438,21.8558
2.44,21.7945
2.442,21.7332
2.444,21.6719
2.446,21.6106
2.448,21.5493
2.45,21.488
2.452,21.4267
2.454,21.3654
2.456,21.3041
2.458,21.2428
2.46,21.1815
2.462,21.1202
2.464,21.0589
2.466,20.9976
2.468,20.9363
2.47,20.875
2.472,20.8137
2.474,20.7524
2.476,20.6911
2.478,20.6298
2.48,20.5685
2.482,20.5073
2.484,20.446
2.486,20.3847
2.488,20.3234
2.49,20.2621
2.492,20.2008
2.494,20.1395
2.496,20.0782
2.498,20.0169
2.5,19.9556
2.502,19.8943
2.504,19.833
2.506,19.7717
2.508,19.7104
2.51,19.6491
2.512,19.5878
2.514,19.5265
2.516,19.4652
2.518,19.4039
2.52,19.3426
2.522,19.2813
2.524,19.22
2.526,19.1587
2.528,19.0974
2.53,19.0361
2.532,18.9748
2.534,18.9135
2.536,18.8523
2.538,18.791
2.54,18.7297
2.542,18.6684
2.544,18.6071
2.546,18.5458
2.548,18.4845
2.55,18.4232
2.552,18.3619
2.554,18.3006
2.556,18.2393
2.558,18.178
2.56,18.1167
2.562,18.0554
2.564,17.9941
2.566,17.9328
2.568,17.8715
2.57,17.8102
2.572,17.7489
2.574,17.6876
2.576,17.6263
2.578,17.565
2.58,17.5037
2.582,17.4424
2.584,17.3811
2.586,17.3198
2.588,17.2585
2.59,17.1973
2.592,17.136
2.594,17.0747
2.596,17.0134
2.598,16.9521
2.6,16.8908
2.602,16.8363
2.604,16.7819
2.606,16.7275
2.608,16.6731
2.61,16.6187
2.612,16.5642
2.614,16.5098
2.616,16.4554
2.618,16.401
2.62,16.3466
2.622,16.2921
2.624,16.2377
2.626,16.1833
2.628,16.1289
2.63,16.0745
2.632,16.02
2.634,15.9656
2.636,15.9112
2.638,15.8568
2.64,15.8023
2.642,15.7479
2.644,15.6935
2.646,15.6391
2.648,15.5847
2.65,15.5302
2.652,15.4758
2.654,15.4214
2.656,15.367
2.658,15.3126
2.66,15.2581
2.662,15.2037
2.664,15.1493
2.666,15.0949
2.668,15.0405
2.67,14.986
2.672,14.9316
2.674,14.8772
2.676,14.8228
2.678,14.7683
2.68,14.7139
2.682,14.6595
2.684,14.6051
2.686,14.5507
2.688,14.4962
2.69,14.4418
2.692,14.3874
2.694,14.333
2.696,14.2786
2.698,14.2241
2.7,14.1697
2.702,14.1153
2.704,14.0609
2.706,14.0065
2.708,13.952
2.71,13.8976
2.712,13.8432
2.714,13.7888
2.716,13.7343
2.718,13.6799
2.72,13.6255
2.722,13.5711
2.724,13.5167
2.726,13.4622
2.728,13.4078
2.73,13.3534
2.732,13.299
2.734,13.2446
2.736,13.1901
2.738,13.1357
2.74,13.0813
2.742,13.0269
2.744,12.9725
2.746,12.918
2.748,12.8636
2.75,12.8092
2.752,12.7548
2.754,12.7003
2.756,12.6459
2.758,12.5915
2.76,12.5371
2.762,12.4827
2.764,12.4282
2.766,12.3738
2.768,12.3194
2.77,12.265
2.772,12.2106
2.774,12.1561
2.776,12.1017
2.778,12.0473
2.78,11.9929
2.782,11.9385
2.784,11.884
2.786,11.8296
2.788,11.7752
2.79,11.7208
2.792,11.6663
2.794,11.6119
2.796,11.5575
2.798,11.5031
2.8,11.4487
2.802,11.4041
2.804,11.3595
2.806,11.3149
2.808,11.2703
2.81,11.2257
2.812,11.1811
2.814,11.1365
2.816,11.0919
2.818,11.0473
2.82,11.0027
2.822,10.9581
2.824,10.9135
2.826,10.8689
2.828,10.8242
2.83,10.7796
2.832,10.735
2.834,10.6904
2.836,10.6458
2.838,10.6012
2.84,10.5566
2.842,10.512
2.844,10.4674
2.846,10.4228
2.848,10.3782
2.85,10.3336
2.852,10.289
2.854,10.2444
2.856,10.1998
2.858,10.1552
2.86,10.1106
2.862,10.066
2.864,10.0214
2.866,9.97683
2.868,9.93223
2.87,9.88763
2.872,9.84303
2.874,9.79842
2.876,9.75382
2.878,9.70922
2.88,9.66462
2.882,9.62002
2.884,9.57542
2.886,9.53082
2.888,9.48622
2.89,9.44162
2.892,9.39701
2.894,9.35241
2.896,9.30781
2.898,9.26321
2.9,9.21861
2.902,9.17401
2.904,9.12941
2.906,9.08481
2.908,9.04021
2.91,8.9956
2.912,8.951
2.914,8.9064
2.916,8.8618
2.918,8.8172
2.92,8.7726
2.922,8.728
2.924,8.6834
2.926,8.6388
2.928,8.5942
2.93,8.54959
2.932,8.50499
2.934,8.46039
2.936,8.41579
2.938,8.37119
2.94,8.32659
2.942,8.28199
2.944,8.23739
2.946,8.19279
2.948,8.14818
2.95,8.10358
2.952,8.05898
2.954,8.01438
2.956,7.96978
2.958,7.92518
2.96,7.88058
2.962,7.83598
2.964,7.79138
2.966,7.74677
2.968,7.70217
2.97,7.65757
2.972,7.61297
2.974,7.56837
2.976,7.52377
2.978,7.47917
2.98,7.43457
2.982,7.38997
2.984,7.34536
2.986,7.30076
2.988,7.25616
2.99,7.21156
2.992,7.16696
2.994,7.12236
2.996,7.07776
2.998,7.03316
3,6.98856
3.002,6.95555
3.004,6.92254
3.006,6.88953
3.008,6.85653
3.01,6.82352
3.012,6.79051
3.014,6.75751
3.016,6.7245
3.018,6.69149
3.02,6.65849
3.022,6.62548
3.024,6.59247
3.026,6.55946
3.028,6.52646
3.03,6.49345
3.032,6.46044
3.034,6.42744
3.036,6.39443
3.038,6.36142
3.04,6.32841
3.042,6.29541
3.044,6.2624
3.046,6.22939
3.048,6.19639
3.05,6.16338
3.052,6.13037
3.054,6.09737
3.056,6.06436
3.058,6.03135
3.06,5.99834
3.062,5.96534
3.064,5.93233
3.066,5.89932
3.068,5.86632
3.07,5.83331
3.072,5.8003
3.074,5.7673
3.076,5.73429
3.078,5.70128
3.08,5.66827
3.082,5.63527
3.084,5.60226
3.086,5.56925
3.088,5.53625
3.09,5.50324
3.092,5.47023
3.094,5.43722
3.096,5.40422
3.098,5.37121
3.1,5.3382
3.102,5.3052
3.104,5.27219
3.106,5.23918
3.108,5.20618
3.11,5.17317
3.112,5.14016
3.114,5.10715
3.116,5.07415
3.118,5.04114
3.12,5.00813
3.122,4.97513
3.124,4.94212
3.126,4.90911
3.128,4.8761
3.13,4.8431
3.132,4.81009
3.134,4.77708
3.136,4.74408
3.138,4.71107
